symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
PLTP,-3.774285435,0.000183936,0.999996591,0.001683160
ECM2,-3.774406782,0.000185667,0.999996364,0.001698275
MAST4,-3.774429493,0.000180016,0.999997211,0.001648907
SMCR8,-3.774596233,0.000179179,0.999997336,0.001641591
OR2AG2,-3.774606536,0.000185760,0.999996347,0.001699087
MLLT1,-3.774676909,0.000183645,0.999996633,0.001680619
PSAPL1,-3.774818708,0.000179779,0.999997240,0.001646838
UPP1,-3.775038559,0.000182532,0.999996792,0.001670895
DRGX,-3.775265232,0.001109763,0.953857222,0.004496490
MAP3K14,-3.775326798,0.000179560,0.999997259,0.001644921
SLC6A5,-3.775350918,0.000178870,0.999997359,0.001638890
NCOA5,-3.775443857,0.000180417,0.999997111,0.001652412
CHERP,-3.775532416,0.000179117,0.999997319,0.001641042
TAS2R42,-3.775604027,0.000181608,0.999996931,0.001662826
P2RX4,-3.775650818,0.000180444,0.999997117,0.001652649
TMEM187,-3.775716232,0.000181502,0.999996958,0.001661898
ISG15,-3.775847322,0.000180628,0.999997071,0.001654255
C17orf59,-3.775937272,0.000180558,0.999997080,0.001653643
LOC102723859,-3.776121663,0.000180841,0.999997040,0.001656119
FAN1,-3.776167986,0.000178976,0.999997324,0.001639817
NPSR1,-3.776336273,0.000179213,0.999997278,0.001641885
FSD1L,-3.776347600,0.000184585,0.999996397,0.001688832
SPATA13,-3.776367102,0.000180825,0.999997017,0.001655976
MIS12,-3.776533886,0.000185362,0.999996250,0.001695614
FAM122C,-3.776599342,0.000184173,0.999996521,0.001685233
DLX6,-3.776729139,0.000180777,0.999997036,0.001655563
P3H3,-3.776737805,0.000178761,0.999997337,0.001637934
BICC1,-3.776868530,0.000178594,0.999997358,0.001636474
CROCC,-3.776873515,0.000178269,0.999997406,0.001633625
INPP5A,-3.776989838,0.000180672,0.999997022,0.001654645
OR6S1,-3.777193882,0.000178941,0.999997297,0.001639509
RNASE4,-3.777229153,0.000179892,0.999997151,0.001647823
LOC653602,-3.777304641,0.000182442,0.999996740,0.001670108
DEF8,-3.777466381,0.000179476,0.999997208,0.001644183
NEURL2,-3.777829105,0.000178081,0.999997407,0.001631985
IGFBP1,-3.777870066,0.001345008,0.975194131,0.007102671
TF,-3.777889015,0.000180076,0.999997118,0.001649435
KDM3A,-3.777909450,0.000178263,0.999997377,0.001633576
ZNF407,-3.777943337,0.000177993,0.999997417,0.001631216
PRY2,-3.778082343,0.000180806,0.999997004,0.001655818
SAE1,-3.778244650,0.000178683,0.999997306,0.001637248
ADRBK2,-3.778281138,0.000179760,0.999997143,0.001646673
FAM195A,-3.778445313,0.000185073,0.999996271,0.001693092
RNASEH2C,-3.778525093,0.000183749,0.999996520,0.001681530
FOXG1,-3.778565378,0.000180429,0.999997033,0.001652519
TRMT6,-3.778591109,0.000181669,0.999996830,0.001663356
PIN1,-3.778693158,0.000203411,0.999992737,0.001852764
ZSWIM6,-3.778705396,0.000182188,0.999996684,0.001667892
PLXNA2,-3.778784259,0.000185340,0.999996224,0.001695419
ABHD17A,-3.778801288,0.000180451,0.999997035,0.001652707
TMEM196,-3.778819732,0.000179944,0.999997092,0.001648275
C17orf82,-3.778835897,0.000179953,0.999997096,0.001648358
ERF,-3.778912486,0.000178323,0.999997341,0.001634102
DGCR2,-3.778985255,0.000871346,0.999943925,0.004841630
TEX33,-3.779035595,0.000182101,0.999996762,0.001667136
SCIN,-3.779072750,0.000178857,0.999997262,0.001638773
ANKLE1,-3.779094883,0.000177932,0.999997393,0.001630683
WDR26,-3.779242215,0.000180927,0.999996936,0.001656873
FAM156A,-3.779259321,0.000179140,0.999997196,0.001641250
ZSCAN5B,-3.779323095,0.000179807,0.999997102,0.001647080
CDPF1,-3.779617801,0.000179734,0.999997100,0.001646445
IARS2,-3.779825734,0.000149286,0.999997639,0.001378926
NELFB,-3.779843786,0.000179450,0.999997146,0.001643963
KTI12,-3.780015008,0.000178980,0.999997211,0.001639850
KEAP1,-3.780193261,0.000179526,0.999997129,0.001644621
HSBP1L1,-3.780320801,0.000183309,0.999996558,0.001677683
GUCY2D,-3.780436155,0.000177843,0.999997368,0.001629899
OVCH2,-3.780746881,0.000181126,0.999996844,0.001658608
CAMK2N1,-3.780844992,0.000180812,0.999996905,0.001655863
TBX20,-3.780912332,0.000178058,0.999997324,0.001631781
FGGY,-3.780926843,0.000178262,0.999997289,0.001633572
SPATA8,-3.780934119,0.000182254,0.999996624,0.001668470
PPP1R1B,-3.781009875,0.001248454,0.969367780,0.006050187
ZNF326,-3.781063187,0.000177322,0.999997428,0.001625347
IL12A,-3.781322128,0.000187979,0.999995742,0.001718446
PRRX1,-3.781620205,0.000180304,0.999996974,0.001651426
NCAPG,-3.781732947,0.000181285,0.999996785,0.001659997
C16orf96,-3.781753492,0.000178719,0.999997198,0.001637563
APC2,-3.781753769,0.000186249,0.999995917,0.001703354
BCL2L1,-3.781845378,0.000178080,0.999997297,0.001631975
NELFA,-3.781880670,0.000179172,0.999997135,0.001641528
KIR2DS4,-3.782029328,0.000177788,0.999997332,0.001629420
SERINC2,-3.782088286,0.000178935,0.999997152,0.001639456
EHMT2,-3.782219292,0.000177603,0.999997353,0.001627807
ADAMTS19,-3.782256952,0.000193455,0.999994485,0.001766179
RAB11FIP5,-3.782267340,0.000178292,0.999997249,0.001633834
STAMBP,-3.782473923,0.000179853,0.999997001,0.001647487
GYPB,-3.782510412,0.000177630,0.999997343,0.001628038
SGK1,-3.782579207,0.000177420,0.999997371,0.001626199
OSBPL7,-3.782846183,0.000179541,0.999997015,0.001644751
OR8D1,-3.782853380,0.000179697,0.999997017,0.001646117
KRT75,-3.782877740,0.000179357,0.999997062,0.001643146
PPP1R12C,-3.782897774,0.000177659,0.999997323,0.001628295
EPHA8,-3.783178713,0.001347702,0.978216284,0.007481973
MINK1,-3.783218531,0.000177165,0.999997391,0.001623966
SCN4B,-3.783282498,0.000178806,0.999997154,0.001638328
BPGM,-3.783420728,0.000178250,0.999997231,0.001633463
PSMD12,-3.783586683,0.000177659,0.999997305,0.001628293
RGS9BP,-3.783739515,0.000178986,0.999997096,0.001639903
YARS,-3.783773070,0.000180981,0.999996806,0.001657346
FMO4,-3.783775766,0.000177349,0.999997345,0.001625577
TMEM91,-3.783821071,0.000179211,0.999997060,0.001641871
KIDINS220,-3.783954169,0.000183748,0.999996364,0.001681522
RAB34,-3.783995735,0.000177549,0.999997308,0.001627328
NOS3,-3.784164163,0.000176991,0.999997391,0.001622449
PAMR1,-3.784183087,0.000181370,0.999996695,0.001660744
CEPT1,-3.784216871,0.000180455,0.999996868,0.001652749
RAB4A,-3.784324289,0.000176796,0.999997414,0.001620739
CCL20,-3.784372056,0.000181971,0.999996633,0.001665997
POMP,-3.784749328,0.000178029,0.999997226,0.001631533
PELI3,-3.784849082,0.000177195,0.999997338,0.001624236
DKC1,-3.785135180,0.000179575,0.999996964,0.001645055
DDX19B,-3.785269519,0.000179333,0.999997006,0.001642938
XKR6,-3.785281683,0.000177361,0.999997305,0.001625685
CDIP1,-3.785342919,0.000188221,0.999995389,0.001720560
IRF4,-3.785467413,0.000178935,0.999997070,0.001639458
CIDEA,-3.785603818,0.000176644,0.999997402,0.001619412
SERPINI2,-3.785657036,0.000179225,0.999996997,0.001641993
CILP,-3.785682602,0.000177156,0.999997325,0.001623891
KCNQ1,-3.785702636,0.000178715,0.999997085,0.001637528
DTNA,-3.785722258,0.000178673,0.999997086,0.001637160
ACYP2,-3.785764570,0.000176685,0.999997391,0.001619774
BEND3,-3.786007794,0.000179444,0.999996966,0.001643910
ETV3L,-3.786024542,0.000177119,0.999997320,0.001623565
DNAJC13,-3.786107399,0.000181051,0.999996731,0.001657958
ANKS1B,-3.786111400,0.000176392,0.999997424,0.001617203
FCRL5,-3.786194079,0.000178704,0.999997077,0.001637435
CGREF1,-3.786194988,0.000177410,0.999997262,0.001626113
PBDC1,-3.786205622,0.000177634,0.999997241,0.001628078
KCNQ3,-3.786245682,0.000177568,0.999997243,0.001627494
ZNF670,-3.786343826,0.000858453,0.999948482,0.004772674
CCNI2,-3.786367788,0.000185867,0.999995950,0.001700020
MYO18B,-3.786636942,0.000177144,0.999997299,0.001623785
PDZK1IP1,-3.787025272,0.000178878,0.999997014,0.001638952
ZC3HC1,-3.787057238,0.000181399,0.999996637,0.001661000
ABCC9,-3.787096026,0.000176604,0.999997366,0.001619061
CYP2J2,-3.787150724,0.000180676,0.999996764,0.001654675
CASS4,-3.787321058,0.000177354,0.999997249,0.001625625
C1QTNF2,-3.787358611,0.000183409,0.999996316,0.001678561
ZIC1,-3.787394253,0.000188052,0.999995524,0.001719084
GTF2IRD2,-3.787476018,0.000177194,0.999997258,0.001624221
EMC10,-3.787567955,0.000178322,0.999997085,0.001634092
BEND5,-3.787747566,0.000178759,0.999997036,0.001637919
TMEM184B,-3.787827356,0.000179909,0.999996778,0.001647972
RUVBL2,-3.787902238,0.000177239,0.999997243,0.001624620
TRNAU1AP,-3.788581968,0.000179944,0.999996800,0.001648281
DAPK3,-3.788602931,0.000179407,0.999996907,0.001643578
CWH43,-3.788797472,0.000176958,0.999997271,0.001622159
BRD3,-3.788814890,0.000175744,0.999997445,0.001611536
GNAZ,-3.789064239,0.000856679,0.999948235,0.004763184
EIF3I,-3.789424877,0.000180303,0.999996689,0.001651418
MPC1,-3.789434630,0.000179708,0.999996834,0.001646215
PAQR7,-3.789593864,0.000176017,0.999997381,0.001613922
PPM1L,-3.789779227,0.000176944,0.999997235,0.001622038
LEPROTL1,-3.789828277,0.000175606,0.999997437,0.001610322
VEZF1,-3.790007135,0.000225526,0.999985182,0.002044276
PHF2,-3.790172167,0.000176206,0.999997339,0.001615575
CYP26C1,-3.790273879,0.000860605,0.999945399,0.004784185
SLC13A2,-3.790277340,0.000177118,0.999997191,0.001623560
NUP155,-3.790396652,0.000176603,0.999997277,0.001619055
MUC4,-3.790428063,0.000179044,0.999996876,0.001640406
SFTPD,-3.790550169,0.000179695,0.999996800,0.001646097
GAGE2B,-3.790666052,0.000175924,0.999997366,0.001613109
CREB3L2,-3.790686113,0.000175672,0.999997403,0.001610899
SHB,-3.790781512,0.000176297,0.999997306,0.001616374
CD200,-3.790822703,0.000176142,0.999997323,0.001615015
VPS4A,-3.791018485,0.000178587,0.999996956,0.001636407
NOMO1,-3.791035789,0.000175300,0.999997448,0.001607646
HS6ST3,-3.791039994,0.000180897,0.999996539,0.001656613
PON1,-3.791145906,0.000181467,0.999996500,0.001661591
GPSM3,-3.791249513,0.000178860,0.999997402,0.001638803
SULT2A1,-3.791259268,0.000177210,0.999997139,0.001624362
GPT,-3.791276730,0.000175346,0.999997435,0.001608050
SAMD13,-3.791441658,0.000176057,0.999997321,0.001614271
OXR1,-3.791687487,0.000178069,0.999997024,0.001631880
SNAPIN,-3.791692328,0.000176749,0.999997218,0.001620330
NIP7,-3.791845039,0.000177670,0.999997056,0.001628389
MBOAT4,-3.791913377,0.000179172,0.999996832,0.001641528
ACADS,-3.791944668,0.000177174,0.999997148,0.001624044
SLC12A8,-3.791992565,0.000176341,0.999997255,0.001616755
B4GALNT3,-3.792071377,0.000177920,0.999997039,0.001630575
ZNF749,-3.792156767,0.000350671,0.999987623,0.003110150
TUBB4A,-3.792284798,0.000177456,0.999997093,0.001626515
SEC61B,-3.792508206,0.000175030,0.999997448,0.001605277
RPGR,-3.792602780,0.000175355,0.999997398,0.001608123
GPD2,-3.792619262,0.000175734,0.999997338,0.001611445
INAFM1,-3.792876028,0.000177478,0.999997083,0.001626712
ZBTB22,-3.793196569,0.000175374,0.999997377,0.001608297
RTP3,-3.793210103,0.001136624,0.963546005,0.005122669
SLC1A4,-3.793245311,0.000175848,0.999997303,0.001612445
GRIP2,-3.793319100,0.000175663,0.999997331,0.001610826
TRMT61A,-3.793323657,0.000176086,0.999997273,0.001614522
ANAPC7,-3.793391595,0.000175686,0.999997325,0.001611026
RXRA,-3.793404776,0.000177306,0.999997073,0.001625205
MCM5,-3.793456710,0.000177695,0.999997009,0.001628610
HMG20A,-3.793467472,0.000175163,0.999997402,0.001606444
CD74,-3.793576130,0.000177662,0.999997001,0.001628318
TGFBR2,-3.793598816,0.000175915,0.999997284,0.001613027
COL13A1,-3.793625561,0.000175706,0.999997319,0.001611198
WNT1,-3.793733493,0.000176073,0.999997252,0.001614415
SMPD1,-3.794020547,0.000177408,0.999997038,0.001626096
DDT,-3.794042940,0.000175263,0.999997372,0.001607324
OPRK1,-3.794048146,0.000174857,0.999997431,0.001603770
MAPK8IP3,-3.794201738,0.000174658,0.999997456,0.001602022
KALRN,-3.794438864,0.000181686,0.999996357,0.001663502
CST5,-3.794474223,0.000181170,0.999996467,0.001658995
NECAB2,-3.794527655,0.000171527,0.999997468,0.001574591
SPPL2C,-3.794552242,0.000175381,0.999997339,0.001608358
PPAPDC3,-3.794576637,0.000174978,0.999997398,0.001604822
RNF222,-3.794614897,0.000177735,0.999996978,0.001628961
BRPF3,-3.794616663,0.000180217,0.999996612,0.001650663
NECAP1,-3.794649173,0.000181858,0.999996271,0.001665005
SCNN1A,-3.794833693,0.000175768,0.999997273,0.001611741
CCDC83,-3.794931672,0.000180405,0.999996556,0.001652308
PHYHIP,-3.795059988,0.000189808,0.999994874,0.001734394
MYL3,-3.795060179,0.000176108,0.999997214,0.001614719
DECR1,-3.795114668,0.000175268,0.999997340,0.001607367
ZNF573,-3.795125641,0.000175586,0.999997283,0.001610148
ATP2B4,-3.795145025,0.000175082,0.999997363,0.001605740
PLK3,-3.795171929,0.000174990,0.999997377,0.001604932
PRDX5,-3.795211284,0.000174960,0.999997381,0.001604666
CPLX3,-3.795245405,0.001270179,0.995244798,0.010445250
ARF3,-3.795412772,0.000180085,0.999996579,0.001649511
APOBEC3C,-3.795460206,0.000176820,0.999997100,0.001620952
GRAMD1B,-3.795558134,0.000185448,0.999995663,0.001696364
RNF165,-3.795725575,0.000174739,0.999997398,0.001602734
DMBX1,-3.795803778,0.000855376,0.999946347,0.004756209
OR8G1,-3.795826657,0.000187567,0.999996994,0.001714851
WWTR1,-3.795971589,0.000176018,0.999997206,0.001613928
SBK1,-3.796099185,0.000174878,0.999997369,0.001603949
C14orf177,-3.796216619,0.000175272,0.999997306,0.001607401
APBA1,-3.796334135,0.000174422,0.999997433,0.001599956
MSX2,-3.796384961,0.000178122,0.999996848,0.001632346
LCOR,-3.796537042,0.001156548,0.962015697,0.005115727
ARHGAP35,-3.796670136,0.000179254,0.999996615,0.001642241
C1orf168,-3.796787961,0.000175694,0.999997224,0.001611091
RNF168,-3.796795461,0.000177239,0.999997007,0.001624618
C17orf102,-3.796884252,0.000174153,0.999997457,0.001597597
ALAS1,-3.796902294,0.000174581,0.999997393,0.001601347
CT47A7,-3.796920274,0.000175462,0.999997247,0.001609066
PDPR,-3.796970015,0.000180332,0.999996447,0.001651667
FAM43B,-3.797017632,0.000174457,0.999997405,0.001600265
C19orf47,-3.797076175,0.000180896,0.999996417,0.001656604
PIEZO1,-3.797106564,0.000174826,0.999997353,0.001603494
GATSL3,-3.797328390,0.000183927,0.999995766,0.001683086
SHISA9,-3.797448489,0.000177741,0.999996871,0.001629012
SHMT2,-3.797548748,0.000180193,0.999996526,0.001650459
ADORA1,-3.797639317,0.000174374,0.999997400,0.001599535
YIPF3,-3.797648946,0.000176035,0.999997150,0.001614082
DNAJB6,-3.797839501,0.000174088,0.999997440,0.001597029
ANKRD54,-3.797884396,0.000174078,0.999997440,0.001596943
EMD,-3.797886051,0.001288045,0.974302923,0.006706891
DCAF12L2,-3.797921337,0.000174223,0.999997415,0.001598215
C11orf70,-3.797967584,0.000204596,0.999996656,0.001863054
NSMCE1,-3.798010657,0.000174970,0.999997300,0.001604758
SPDYE3,-3.798072569,0.000174913,0.999997306,0.001604255
GSTA2,-3.798245508,0.000183722,0.999995914,0.001681294
ZACN,-3.798341149,0.000180182,0.999996466,0.001650362
PVALB,-3.798410804,0.000177880,0.999996861,0.001630224
PHF11,-3.798686498,0.000179992,0.999996521,0.001648696
AEBP1,-3.798914899,0.000176305,0.999997048,0.001616444
MYBPH,-3.798950245,0.000186211,0.999995428,0.001703021
ZFYVE21,-3.799134583,0.000175869,0.999997112,0.001612630
TTC12,-3.799435579,0.000216824,0.999995956,0.001969050
SIPA1L2,-3.799813925,0.000175056,0.999997240,0.001605512
LAPTM4A,-3.799824879,0.000178967,0.999996629,0.001639732
EMB,-3.799877267,0.000174171,0.999997374,0.001597760
MARVELD2,-3.800100635,0.000180287,0.999996432,0.001651275
HYOU1,-3.800215138,0.000184444,0.999995636,0.001687596
FUOM,-3.800226898,0.000173440,0.999997470,0.001591356
TRANK1,-3.800601502,0.000173971,0.999997381,0.001596008
CRTC3,-3.800653910,0.000175466,0.999997142,0.001609100
PAX4,-3.800800781,0.000173577,0.999997432,0.001592559
MAL,-3.800850215,0.000174830,0.999997247,0.001603526
NUP98,-3.800965400,0.000174701,0.999997266,0.001602401
CELA1,-3.801051190,0.000173387,0.999997456,0.001590888
NAT1,-3.801316437,0.000176410,0.999997301,0.001617365
COQ9,-3.801423373,0.000175181,0.999997179,0.001606603
DMRTB1,-3.801428258,0.000176002,0.999997024,0.001613788
C7orf66,-3.801437034,0.000173474,0.999997431,0.001591652
CD300LF,-3.801681048,0.000175799,0.999997077,0.001612014
IL12RB2,-3.801903350,0.000188199,0.999994976,0.001720367
MTMR7,-3.801922083,0.000173313,0.999997442,0.001590244
CRTC1,-3.801960506,0.000173750,0.999997375,0.001594068
PLEKHM3,-3.802047347,0.000174087,0.999997323,0.001597019
OR10H1,-3.802265977,0.000173328,0.999997428,0.001590370
SSB,-3.802874350,0.000175437,0.999997084,0.001608848
ZNF645,-3.802875338,0.000173616,0.999997372,0.001592897
KRT83,-3.803060047,0.000173125,0.999997439,0.001588593
HYKK,-3.803339435,0.000174805,0.999997177,0.001603314
SLC16A7,-3.803362570,0.000152150,0.999997841,0.001404202
IDE,-3.803581443,0.000174084,0.999997285,0.001596995
DEFB105B,-3.803623004,0.000174045,0.999997281,0.001596652
NNMT,-3.803646697,0.000174199,0.999997258,0.001598002
SERPINE2,-3.803651039,0.000180495,0.999996214,0.001653100
CCER2,-3.803664964,0.000177172,0.999996773,0.001624027
OR1S1,-3.803868365,0.000175884,0.999997000,0.001612759
PREB,-3.803872605,0.000173817,0.999997305,0.001594662
CRLS1,-3.804378056,0.000180558,0.999996242,0.001653648
PSMC2,-3.804682494,0.000173271,0.999997366,0.001589872
KCTD14,-3.804895595,0.000173719,0.999997296,0.001593800
ARID3B,-3.805044636,0.001261801,0.975022314,0.006647065
DCAF12,-3.805077900,0.000173900,0.999997272,0.001595387
MRPS14,-3.805119257,0.000173821,0.999997277,0.001594693
DNER,-3.805160027,0.000177285,0.999996761,0.001625020
RUSC1-AS1,-3.805310775,0.000172195,0.999997515,0.001580448
NPR2,-3.805374849,0.000175633,0.999996985,0.001610562
TRIM39-RPP21,-3.805535182,0.000175081,0.999997052,0.001605732
NDUFS1,-3.805751723,0.000172997,0.999997385,0.001587473
ZNRD1,-3.805924720,0.000173158,0.999997345,0.001588886
LILRA2,-3.805969640,0.000178170,0.999996596,0.001632764
SYNJ2,-3.806211825,0.000175851,0.999996922,0.001612467
IGSF5,-3.806300203,0.000172274,0.999997474,0.001581137
CRABP1,-3.806620549,0.000172629,0.999997416,0.001584245
DDTL,-3.806630720,0.000183710,0.999995634,0.001681190
USP48,-3.806973437,0.000173962,0.999997190,0.001595927
POTEF,-3.807060997,0.000175557,0.999996928,0.001609897
MAST3,-3.807142052,0.000172750,0.999997381,0.001585307
PPP3CC,-3.807145729,0.000173493,0.999997278,0.001591818
KCNF1,-3.807173918,0.000172755,0.999997375,0.001585351
SLC41A1,-3.807308757,0.000175045,0.999996999,0.001605412
TDRP,-3.807324221,0.000174612,0.999997087,0.001601622
ARHGAP20,-3.807513753,0.000172821,0.999997354,0.001585927
TRAF5,-3.807532080,0.000172293,0.999997440,0.001581305
LAYN,-3.807610951,0.000174013,0.999997172,0.001596373
SENP5,-3.807811506,0.000173542,0.999997239,0.001592246
SMIM3,-3.807850095,0.000179202,0.999997337,0.001641786
TMEM41A,-3.807885122,0.000148338,0.999996976,0.001370547
STX1A,-3.807888171,0.000171740,0.999997512,0.001576455
FGF21,-3.807919720,0.000177515,0.999996573,0.001627030
GAPVD1,-3.807941343,0.000171769,0.999997506,0.001576708
MPST,-3.808108230,0.000179276,0.999996337,0.001642441
ATG7,-3.808169554,0.000172797,0.999997351,0.001585717
TMEM132B,-3.808362707,0.000171607,0.999997519,0.001575295
TNKS,-3.808377262,0.000172298,0.999997415,0.001581349
GNA14,-3.808471623,0.000172791,0.999997331,0.001585666
GPR61,-3.808531976,0.000172046,0.999997448,0.001579142
NPFFR1,-3.808580984,0.000174389,0.999997081,0.001599671
CAV2,-3.808670327,0.000841587,0.999949015,0.004682401
KBTBD4,-3.808880937,0.000172489,0.999997372,0.001583025
MSANTD3,-3.808986640,0.000177278,0.999996596,0.001624955
RFX5,-3.809245537,0.000172565,0.999997354,0.001583690
KRT38,-3.809327592,0.000173536,0.999997174,0.001592199
EOMES,-3.809465239,0.000172613,0.999997334,0.001584105
TNKS2,-3.809559849,0.000174283,0.999997060,0.001598735
SEC31A,-3.809642529,0.000171220,0.999997541,0.001571897
CD79A,-3.810030620,0.000173491,0.999997161,0.001591804
CXCL5,-3.810151458,0.000171264,0.999997521,0.001572289
BPNT1,-3.810378321,0.000172489,0.999997335,0.001583026
HSPA1B,-3.810400548,0.000173661,0.999997133,0.001593290
TCEANC,-3.810504127,0.000171077,0.999997539,0.001570642
LINGO4,-3.810538775,0.000174748,0.999996962,0.001602815
LXN,-3.810565184,0.000171993,0.999997400,0.001578679
BNC1,-3.810718878,0.000176596,0.999996693,0.001618990
CHRM3,-3.810763621,0.000172579,0.999997302,0.001583809
ZNF84,-3.810901165,0.000167556,0.999997147,0.001539761
GATB,-3.811028473,0.000173830,0.999997070,0.001594773
HIST1H1A,-3.811083153,0.000171474,0.999997461,0.001574129
CFAP57,-3.811088868,0.000173994,0.999997080,0.001596207
SYNJ2BP-COX16,-3.811244778,0.001044323,0.993222678,0.008699098
LAPTM5,-3.811257646,0.000171919,0.999997392,0.001578026
ACTL6B,-3.811396099,0.000174247,0.999997049,0.001598420
PACSIN1,-3.811512782,0.000170852,0.999997545,0.001568671
DYNC1LI2,-3.811535490,0.000175951,0.999996776,0.001613348
LDOC1,-3.811625563,0.000192730,0.999993572,0.001759863
SULT1C3,-3.811878107,0.000172656,0.999997264,0.001584489
SLC24A5,-3.811892949,0.000173273,0.999997173,0.001589892
MGAT4A,-3.811898673,0.000170998,0.999997512,0.001569948
MAP2K7,-3.811917637,0.000206110,0.999994757,0.001876199
ARPP21,-3.811929417,0.000173795,0.999997080,0.001594463
ATF7IP2,-3.811933170,0.000171814,0.999997382,0.001577109
LRRTM4,-3.811966275,0.000171760,0.999997392,0.001576636
EPN1,-3.811994358,0.000171433,0.999997445,0.001573762
CPTP,-3.812113166,0.000171560,0.999997423,0.001574878
TUBA3E,-3.812373864,0.000171153,0.999997477,0.001571311
BCL11B,-3.812464348,0.000175666,0.999996735,0.001610847
PIP5KL1,-3.812519901,0.000171913,0.999997360,0.001577976
USP43,-3.812586322,0.001127955,0.982337812,0.006817279
ALG1,-3.812597467,0.000175579,0.999996751,0.001610088
RAB3D,-3.812630937,0.000174732,0.999996933,0.001602675
TRMT13,-3.812637128,0.000171099,0.999997478,0.001570837
GABRD,-3.812719020,0.000171803,0.999997373,0.001577010
IL4,-3.812832790,0.001222858,0.967173286,0.005758157
OR5AP2,-3.812882678,0.000171198,0.999997456,0.001571708
RPL22,-3.812925858,0.000177084,0.999996506,0.001623259
UBIAD1,-3.812930436,0.000173114,0.999997150,0.001588502
NMU,-3.813035389,0.000171282,0.999997438,0.001572443
HIST1H2BE,-3.813068532,0.000178285,0.999996322,0.001633765
KCNA7,-3.813180318,0.000173230,0.999997134,0.001589518
ADORA3,-3.813282202,0.000173902,0.999997018,0.001595402
EDEM2,-3.813394402,0.000171637,0.999997380,0.001575558
FAM131A,-3.813426450,0.000173319,0.999997133,0.001590293
SLC39A5,-3.813510864,0.000171394,0.999997410,0.001573428
PRODH2,-3.813586301,0.000174568,0.999996901,0.001601231
FIGNL2,-3.813731826,0.000172332,0.999997257,0.001581642
KCTD4,-3.813863498,0.000172222,0.999997276,0.001580681
C3orf80,-3.813927918,0.001284072,0.979036028,0.007243215
BTAF1,-3.813997383,0.000171882,0.999997313,0.001577701
SH2D5,-3.814150968,0.000172214,0.999997276,0.001580612
IL20RB,-3.814161290,0.000171683,0.999997348,0.001575958
MSGN1,-3.814514065,0.000173643,0.999997035,0.001593135
MARCH5,-3.814676128,0.000170548,0.999997504,0.001566005
KDELR3,-3.814889955,0.000170149,0.999997557,0.001562506
CEACAM6,-3.814943435,0.000174613,0.999996889,0.001601633
DPP9,-3.814951676,0.000171869,0.999997285,0.001577591
ADGRB2,-3.815046702,0.000176650,0.999996557,0.001619459
TCEAL6,-3.815179016,0.000170583,0.999997483,0.001566318
TNRC6B,-3.815179928,0.000172756,0.999997123,0.001585365
B4GAT1,-3.815195610,0.000170851,0.999997446,0.001568663
TRMT12,-3.815262336,0.000170863,0.999997437,0.001568769
ATP1B2,-3.815375140,0.000175508,0.999996732,0.001609467
VWDE,-3.815432788,0.000171685,0.999997313,0.001575973
ZNF804B,-3.815564696,0.000173799,0.999996961,0.001594500
CEACAM3,-3.815608468,0.000177385,0.999996368,0.001625891
CALB2,-3.815625395,0.000170998,0.999997407,0.001569949
ERBB2,-3.815635981,0.000171894,0.999997278,0.001577810
GCFC2,-3.815735084,0.000171514,0.999997336,0.001574472
KCNAB3,-3.815781312,0.000171719,0.999997290,0.001576270
HBB,-3.815802174,0.000171127,0.999997384,0.001571080
DLGAP3,-3.815906418,0.000170591,0.999997464,0.001566386
PTAFR,-3.816001855,0.000171941,0.999997243,0.001578221
EIF2S1,-3.816030358,0.000171367,0.999997344,0.001573184
TBC1D22B,-3.816075141,0.000170969,0.999997400,0.001569699
AQP12A,-3.816146489,0.000169925,0.999997557,0.001560546
DCTN4,-3.816446312,0.000176054,0.999996625,0.001614250
C3orf22,-3.816606235,0.001328858,0.973833280,0.006882491
RPS12,-3.816612609,0.000172571,0.999997133,0.001583744
CAPN12,-3.816714262,0.000170704,0.999997423,0.001567378
CDK5R1,-3.816835381,0.000170189,0.999997499,0.001562861
ZNF346,-3.817107427,0.000170586,0.999997430,0.001566343
HARS2,-3.817154666,0.000171557,0.999997277,0.001574854
STARD3NL,-3.817315939,0.000173925,0.999996931,0.001595602
PCED1B,-3.817418571,0.000178745,0.999996151,0.001637790
SERHL2,-3.817451893,0.000204972,0.999989983,0.001866316
OR2M4,-3.817481581,0.000172877,0.999997073,0.001586425
IGDCC4,-3.817587267,0.000171168,0.999997324,0.001571446
PAGE5,-3.817830329,0.000170065,0.999997490,0.001561769
SREBF1,-3.817857665,0.000170886,0.999997362,0.001568970
PRDM11,-3.817944737,0.000169541,0.999997565,0.001557179
CEBPE,-3.817988883,0.000171483,0.999997250,0.001574208
SCEL,-3.817989916,0.000848802,0.999941232,0.004721028
SLC9A4,-3.818174782,0.000171768,0.999997211,0.001576699
MBL2,-3.818190657,0.000170381,0.999997432,0.001564539
STAG1,-3.818342321,0.000170354,0.999997432,0.001564304
ATAD2B,-3.818490615,0.000172116,0.999997165,0.001579752
SCGB3A2,-3.818625245,0.000170033,0.999997475,0.001561488
ZP4,-3.818763390,0.000169908,0.999997488,0.001560391
PRKCG,-3.818769031,0.000172093,0.999997132,0.001579549
SEC61A1,-3.818844778,0.000170742,0.999997354,0.001567706
SCML4,-3.818860842,0.000173086,0.999997009,0.001588250
