symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
TMEM106B,3.790333609,0.077895322,0.417464850,0.041679150
PIK3CA,0.478457000,0.005600806,0.935494446,0.018809644
HIST2H2AA4,-0.475151244,0.089764563,0.972253468,0.340075624
UBR5,-0.576493775,0.013532890,0.929596897,0.043688169
ANPEP,-0.636893451,0.089726758,0.343948628,0.042398662
TEX261,-0.722795838,0.008443144,0.932791221,0.028076272
CCDC71,-0.736210075,0.002364206,0.939226742,0.008292671
AACS,-0.894386465,0.003740797,0.938410267,0.012939561
UBE2L3,-0.953866573,0.011898570,0.932722017,0.038832916
CXCR3,-0.986642673,0.011526899,0.926929878,0.037628178
SPDL1,-1.019990688,0.004888475,0.937759609,0.016747716
RGP1,-1.036350279,0.009611971,0.934236453,0.031754576
ABHD5,-1.099611261,0.008539157,0.934811546,0.028389719
COL6A1,-1.164515171,0.053565028,0.710458098,0.086170673
REC8,-1.166960148,0.026104206,0.928548053,0.086006032
IYD,-1.195900974,0.011048190,0.998497814,0.074932915
FBXO6,-1.219354694,0.004322642,0.938358913,0.014901254
AP5B1,-1.239671930,0.005759558,0.937039608,0.019570562
ZBTB49,-1.261611494,0.006445735,0.557654622,0.004417697
P4HB,-1.266457816,0.009386202,0.934657507,0.031205535
ING3,-1.272801128,0.028333833,0.826899740,0.060262809
HMBOX1,-1.297666974,0.036907052,0.714475328,0.060628523
OR4F29,-1.303201720,0.021544700,0.993993834,0.098772592
KIZ,-1.307069509,0.015302275,0.938141801,0.052120878
CLDND1,-1.337236187,0.071212620,0.734651933,0.125763573
DMRTC1,-1.346332069,0.004251270,0.938500428,0.014669320
EXOC2,-1.412821112,0.006045571,0.936868809,0.020506445
RAB39B,-1.412876298,0.014480612,0.934071636,0.048782666
OR2A5,-1.427983309,0.063844762,0.767896217,0.130800492
PSMG2,-1.430328017,0.008869748,0.931841716,0.028878282
TP53,-1.438247889,0.014879939,0.938884702,0.050921966
C1S,-1.444482450,0.009089210,0.937823417,0.030891707
DYRK3,-1.446707970,0.019131265,0.951780178,0.072447323
ZNF354A,-1.456673024,0.005068400,0.999727932,0.037333253
TEX43,-1.497839014,0.013178799,0.940857509,0.045947044
ZNF250,-1.501564479,0.005137011,0.937734802,0.017571266
PMF1,-1.505346580,0.006747621,0.998943338,0.048322370
HIPK2,-1.505570800,0.070977441,0.749714825,0.133216743
STARD4,-1.505721649,0.023314380,0.930982184,0.079752390
EFHC2,-1.510707871,0.007194578,0.935397349,0.024195506
SHROOM2,-1.511386227,0.075585945,0.756133627,0.146057692
ABCC10,-1.512825884,0.008585567,0.936228285,0.029127231
GCSAML,-1.518119036,0.009743794,0.936194639,0.032946937
ADCY4,-1.526854487,0.007553558,0.937285006,0.025660601
C7orf77,-1.529634794,0.051813116,0.737898406,0.093424631
TGFB2,-1.536336214,0.005554645,0.937416051,0.018981149
PDE5A,-1.563604846,0.055704666,0.751409880,0.105779894
C4orf33,-1.575618860,0.015575131,0.938809476,0.054475919
NTN5,-1.589512382,0.008196726,0.936586883,0.027891355
RBMY1B,-1.597064920,0.008395504,0.938432003,0.028685194
PLSCR5,-1.603513969,0.005067482,0.936972628,0.017349423
RPL12,-1.609903088,0.003257113,0.999894325,0.024955996
SPATA4,-1.612165521,0.008648856,0.939899707,0.029894287
TAF1,-1.632391988,0.011031505,0.944873517,0.039580874
ENOX1,-1.639208472,0.008228537,0.938626584,0.028373120
MSLN,-1.642757578,0.004004544,0.938665135,0.013859530
RHBDL1,-1.644812593,0.013223743,0.947579018,0.048840337
ZDHHC1,-1.646644710,0.056979987,0.780518842,0.124150506
C10orf54,-1.647667103,0.008789042,0.938043820,0.030114609
RAF1,-1.650992402,0.004817746,0.999485457,0.035656310
C8orf76,-1.652807350,0.006784505,0.937982688,0.023193046
ADO,-1.665910494,0.009995238,0.940180585,0.034598523
MAGEA12,-1.668702709,0.003643164,0.999815553,0.027648487
PHIP,-1.669542305,0.002986195,0.999904327,0.023046036
TBC1D19,-1.670770393,0.048750697,0.754715461,0.094661099
TMEM8A,-1.671446168,0.003024252,0.999898943,0.023315411
DBP,-1.673025559,0.008179300,0.939940536,0.028331509
OR5T1,-1.681235390,0.004228657,0.999650793,0.031672552
SMIM11,-1.682546781,0.010579298,0.939471754,0.037041164
ALPK2,-1.684826660,0.011403734,0.947258313,0.041701817
SPHAR,-1.689810750,0.019348270,0.994416247,0.061782123
CYP2A6,-1.697896997,0.010965576,0.946733081,0.040112223
TPP2,-1.712759772,0.010053145,0.943817363,0.036030112
CYYR1,-1.713845830,0.008616661,0.941345397,0.030166123
ALDH1A2,-1.715144841,0.048822637,0.762184491,0.097137744
MTBP,-1.723479110,0.003149328,0.999862632,0.024198224
ACE2,-1.724374159,0.007086111,0.936417668,0.024254050
POSTN,-1.730584555,0.005182778,0.938735309,0.017872060
GAL3ST4,-1.751998592,0.002294078,0.860198765,0.004943973
SLC35C1,-1.752068639,0.003975068,0.937229802,0.013762909
UGT1A10,-1.753923124,0.008140947,0.939276661,0.028201464
ADH4,-1.755544421,0.007174291,0.940416390,0.024983044
IRGC,-1.765847397,0.002663272,0.936388129,0.009118564
VSX1,-1.766427642,0.037487017,0.739968412,0.068423258
ICOS,-1.777073167,0.009239824,0.942644323,0.032972054
KIF26A,-1.779637326,0.001476458,0.941158375,0.005293013
WTIP,-1.780163614,0.005589608,0.938150131,0.019223630
STRADB,-1.781739313,0.007537849,0.936272353,0.025644680
TMOD2,-1.782601535,0.002625036,0.999909927,0.020471223
C4orf36,-1.783121149,0.008187974,0.941495840,0.028700761
USP1,-1.783538848,0.003977698,0.999553368,0.029956046
CR2,-1.796535037,0.008388299,0.939001665,0.029125258
CD3D,-1.800827367,0.008476732,0.945154669,0.030583195
STK24,-1.802322083,0.012323781,0.932205460,0.042352186
UBE3A,-1.803691900,0.025390380,0.835888375,0.056009546
CROT,-1.803765273,0.004915870,0.939250755,0.017050409
SOX7,-1.805002081,0.045666495,0.752712422,0.087537440
ZKSCAN3,-1.806757979,0.013681042,0.943076919,0.050543987
TUFT1,-1.808039933,0.011315935,0.945264622,0.041627830
AMPD1,-1.810971261,0.002456539,0.999921702,0.019257856
ZNF728,-1.817453479,0.006382029,0.936941326,0.022051994
COL4A6,-1.820046166,0.008114666,0.941370178,0.028651947
EN1,-1.822061579,0.012359601,0.955102839,0.049058385
PNLIPRP1,-1.823016154,0.007815916,0.941973786,0.027543844
GCGR,-1.828332286,0.007775495,0.940973667,0.027188376
DDX47,-1.828849380,0.002369390,0.999926580,0.018627063
ERVFRD-1,-1.830507993,0.002308716,0.999933136,0.018186553
BCR,-1.833744433,0.002374306,0.999924958,0.018662701
TP53BP1,-1.834060591,0.010450686,0.939604221,0.037194700
ERCC6L,-1.837003929,0.002432497,0.999917279,0.019084058
ARL5B,-1.837165600,0.002655690,0.999886096,0.020691115
AFTPH,-1.838173527,0.009187725,0.946744304,0.033624852
KDM4E,-1.840879821,0.003326393,0.999717537,0.025441634
KLHL34,-1.841915623,0.006821436,0.940290349,0.023785762
FOS,-1.842186391,0.002591192,0.999895319,0.020228152
TMEM54,-1.843326152,0.006297363,0.937618389,0.021516462
MAP3K19,-1.844357222,0.007708543,0.941139380,0.026973662
ASAH2B,-1.848406159,0.008648922,0.944019141,0.031185068
GHRL,-1.849009782,0.002374748,0.999920222,0.018665907
STC2,-1.849357750,0.005908320,0.939336478,0.020476648
ZNF880,-1.853152778,0.002782864,0.999856056,0.021600641
ZNF100,-1.858877952,0.006436751,0.999324299,0.032428511
METRN,-1.861604976,0.008926050,0.941961143,0.031722108
ZNF764,-1.863396436,0.005168948,0.939634784,0.017952214
NQO1,-1.863618112,0.009756937,0.948772359,0.036335403
IL1B,-1.866289100,0.016859477,0.937939275,0.059742724
TAF15,-1.866724386,0.002195469,0.999936741,0.017361309
ZNF426,-1.866877851,0.002169325,0.999939486,0.017170215
BCDIN3D,-1.872631106,0.002367681,0.999914260,0.018614671
TRIM9,-1.873920563,0.005756953,0.937832494,0.019719646
SERPINI1,-1.876881222,0.008353182,0.943922420,0.030100632
RBBP8,-1.877839981,0.006652874,0.940110366,0.023284220
STX5,-1.879784706,0.006476689,0.941452464,0.022900873
HAUS2,-1.880333382,0.002663616,0.999859895,0.020747927
THAP6,-1.882661806,0.003904900,0.999470582,0.029455826
OR51L1,-1.883502373,0.002893663,0.999813147,0.022389580
CUL5,-1.893016736,0.008304135,0.943426137,0.029637595
SEC23A,-1.897273258,0.002433644,0.999895327,0.019092356
C10orf126,-1.898219529,0.010055788,0.953408474,0.038991271
OCEL1,-1.902099393,0.006535562,0.939440907,0.022619109
WNT11,-1.904449301,0.003384559,0.939439522,0.011818501
RAB37,-1.905422409,0.002658770,0.999853701,0.020713196
SAR1B,-1.907276642,0.002599436,0.999859159,0.020287391
MAP3K2,-1.909522902,0.002176472,0.999928066,0.017222477
FAP,-1.910034548,0.004769498,0.939307497,0.016585806
TTC17,-1.910765422,0.009355919,0.944077568,0.034161378
RPL10A,-1.912033535,0.002062982,0.999940902,0.016390637
MCTP1,-1.913035421,0.002011982,0.999946114,0.016015422
CYTIP,-1.913170794,0.005203600,0.939813417,0.018177661
RANBP9,-1.913907374,0.002690302,0.999834877,0.020939088
GRHL2,-1.917506870,0.002395006,0.999896172,0.018812710
FEM1A,-1.919223870,0.005998366,0.941847859,0.021180362
TLCD2,-1.920032457,0.004365267,0.999531288,0.032601927
ZDHHC9,-1.920064436,0.006753832,0.941548375,0.023865654
NPC1,-1.922556431,0.006285744,0.942766529,0.022358128
OR5J2,-1.925212167,0.010190598,0.959254241,0.042620160
DAZL,-1.926092393,0.006902409,0.942239967,0.024546656
SLC5A9,-1.930092670,0.007199070,0.945253140,0.026089808
OR2D3,-1.931655202,0.007640624,0.955049237,0.030554042
GSR,-1.931691612,0.006293670,0.943065586,0.022452450
C15orf65,-1.933490602,0.001941006,0.999949380,0.015491756
KIAA1551,-1.936439406,0.009025978,0.950598847,0.034172715
TRHDE,-1.937346789,0.005680417,0.940782442,0.019992283
MAGEB10,-1.937826783,0.005692235,0.940493368,0.019921748
DSC2,-1.938220964,0.008825894,0.944727274,0.031711363
FAM228B,-1.940987957,0.005438023,0.999541337,0.027684971
PRMT8,-1.941701656,0.005171783,0.940534400,0.018123870
MGAT4C,-1.944983509,0.006326855,0.942244321,0.022483724
IL24,-1.945364150,0.006019263,0.942966107,0.021438779
SCYL3,-1.947103460,0.006400144,0.943423575,0.022935171
CFAP61,-1.947986934,0.007399150,0.949015097,0.027730307
HIVEP3,-1.948573464,0.002868927,0.999792275,0.022213718
STK3,-1.948736932,0.008292522,0.949712989,0.031144784
MUC6,-1.948739675,0.003098209,0.999858395,0.023837869
PTCHD4,-1.950123898,0.002272803,0.999900965,0.017925286
PYGL,-1.956282250,0.027334623,0.723901149,0.046712527
EIF2AK1,-1.956645637,0.002638799,0.999823582,0.020569981
GULP1,-1.958249292,0.001935455,0.999945035,0.015450723
SLC9B1,-1.960361651,0.007462264,0.944293246,0.026806038
TMCC3,-1.961867735,0.007089182,0.946649570,0.026137372
IGFALS,-1.962764249,0.001395167,0.938665556,0.004902688
MAGEE1,-1.962791935,0.042664115,0.839095065,0.127719632
TXNDC9,-1.962965108,0.006565894,0.938441687,0.022584034
IL1F10,-1.963667774,0.007714602,0.948070460,0.028680453
MAP4,-1.965839427,0.002269539,0.999898678,0.017901517
CFAP70,-1.966611268,0.006915980,0.945996501,0.025210080
PEX3,-1.966930969,0.006993996,0.942427629,0.025241776
GINM1,-1.968786987,0.002035782,0.999930226,0.016190632
GRK6,-1.969245704,0.003591820,0.938874704,0.012509110
OR9A2,-1.970952756,0.009309239,0.955523273,0.036884142
SSX1,-1.972138986,0.002428774,0.999861368,0.019057131
KCTD13,-1.974112131,0.005782964,0.941066857,0.020366266
SLC38A2,-1.976881453,0.001952848,0.999939005,0.015579250
CUL4A,-1.978587226,0.002069735,0.999923184,0.016440257
RC3H1,-1.984253673,0.002093183,0.999918888,0.016612412
TMC5,-1.986103953,0.005234138,0.942297933,0.018609308
CYP2E1,-1.989802184,0.007006282,0.947806980,0.025935648
COL17A1,-1.991030793,0.003922208,0.999084218,0.029574854
MGAT4D,-1.993467681,0.002490164,0.999847500,0.019500644
MYL7,-1.993604011,0.001915548,0.999935418,0.015303489
CCDC63,-1.995402049,0.001969467,0.999932012,0.015701953
HECA,-1.997239640,0.006651289,0.945588475,0.024240619
GLIS3,-1.999797747,0.010326821,0.947690418,0.038526441
AKNAD1,-2.000053135,0.003098099,0.939497870,0.010863609
TCTN3,-2.001491528,0.001898198,0.999939653,0.015175057
EFTUD1,-2.002237099,0.001916198,0.999937333,0.015308304
ZFHX2,-2.002271805,0.008613593,0.952257393,0.033143337
HTR1D,-2.002869094,0.003447525,0.999265040,0.026288137
ADAM17,-2.003467178,0.005108474,0.942295235,0.018137752
RILP,-2.004225204,0.006326850,0.943808279,0.022740183
TMEM8B,-2.005538089,0.001886210,0.999940513,0.015086247
CHKA,-2.005807441,0.010452299,0.963406773,0.045260590
F2RL1,-2.006810020,0.002033021,0.999920063,0.016170317
PIWIL3,-2.008643734,0.038395418,0.746708126,0.071949937
ZNF397,-2.009274808,0.002057672,0.999916144,0.016351615
WDR75,-2.009950339,0.006685406,0.944921793,0.024155974
GDAP2,-2.010070498,0.001765621,0.999953240,0.014189973
PTPDC1,-2.011678793,0.002349318,0.999862602,0.018481457
CT45A1,-2.012320383,0.093694690,0.639738533,0.138128283
C5orf51,-2.014877636,0.002295468,0.999867287,0.018090221
ATP8B3,-2.018963249,0.002065944,0.999910012,0.016412402
OR6C4,-2.019618543,0.003343464,0.939629789,0.011698997
IFIT5,-2.025955943,0.001848279,0.999940532,0.014804910
CKMT2,-2.026755224,0.001926550,0.999929317,0.015384882
PARP15,-2.027128091,0.001881866,0.999935327,0.015054054
LOC391003,-2.027531694,0.001850881,0.999939625,0.014824226
QDPR,-2.027663682,0.005698228,0.941704437,0.020155965
HDDC2,-2.028878506,0.006630441,0.963056843,0.028628291
RALY,-2.030010546,0.001759643,0.999950072,0.014145402
SLFN13,-2.031538142,0.004193082,0.937008237,0.014299394
CDK7,-2.032211306,0.001813509,0.999943466,0.014546553
UBFD1,-2.032650365,0.001796012,0.999945257,0.014416372
PDZD9,-2.035059905,0.001795050,0.999944878,0.014409205
BEND7,-2.037349485,0.004786212,0.941645124,0.016953078
OR2A14,-2.041620839,0.007130402,0.944994108,0.026080594
GDF10,-2.043816619,0.048026805,0.798427215,0.114110170
DIRC2,-2.045196209,0.001717088,0.999952006,0.013827703
E2F8,-2.045390359,0.008248132,0.958330439,0.033769831
WDR70,-2.045601049,0.001951448,0.999919973,0.015568910
PRKG1,-2.046694642,0.004084952,0.940749047,0.014377380
TBC1D26,-2.047770331,0.001953437,0.999920785,0.015583598
SRRT,-2.049294715,0.001845382,0.999935028,0.014783397
ZNF792,-2.049308447,0.001803772,0.999940771,0.014474118
GRM4,-2.050435895,0.001876510,0.999930711,0.015014349
ZNF221,-2.052715530,0.006567596,0.944215524,0.023597115
CCL19,-2.054607418,0.009407288,0.957543398,0.038322143
TRMT10A,-2.055700655,0.001882177,0.999928869,0.015056355
NAA16,-2.059943293,0.002105596,0.999883848,0.016703481
FAM73B,-2.060114274,0.000915348,0.937742301,0.003213096
GALNS,-2.061502174,0.011687521,0.965417203,0.053538903
UBE2A,-2.064359752,0.002202408,0.999859156,0.017411990
PROSER3,-2.064756696,0.004551278,0.941920388,0.016132054
ZFPL1,-2.065012943,0.006534357,0.944340380,0.023533684
TMEM116,-2.065129010,0.005099602,0.942791482,0.018206137
EIF2AK2,-2.067997398,0.006160257,0.938990107,0.021639738
HNRNPCL1,-2.068389455,0.005342079,0.941879034,0.018919130
HDAC2,-2.069448342,0.001796904,0.999936471,0.014423011
CBWD2,-2.070005840,0.008630366,0.954142749,0.033968762
IQCF3,-2.070247057,0.006264307,0.945527037,0.022858683
MAGEB4,-2.071673245,0.006564867,0.946878783,0.024197816
USP17L22,-2.071859648,0.001681034,0.999951004,0.013557983
FKBP3,-2.071901220,0.001797585,0.999935810,0.014428073
WDR34,-2.071902705,0.006142338,0.945955835,0.022533532
METTL21B,-2.073244716,0.003005346,0.939829775,0.010548363
WBP11,-2.073912847,0.001758248,0.999940981,0.014135001
UGCG,-2.074982647,0.007646944,0.945984085,0.028338742
OSGIN2,-2.078444688,0.005769797,0.947256524,0.021468595
OSBPL8,-2.080328512,0.001701844,0.999946845,0.013713730
AADAC,-2.080591911,0.004690764,0.941415582,0.016558115
RAD9B,-2.080684135,0.001713522,0.999945362,0.013801047
C2orf16,-2.081257656,0.001940328,0.999909328,0.015486745
KNTC1,-2.081887108,0.001639835,0.999953895,0.013249143
ZDHHC23,-2.083699508,0.007489754,0.944047833,0.027590946
PSMD14,-2.083787066,0.004181417,0.939866286,0.014593509
TRA2A,-2.084914996,0.014418538,0.995762451,0.046593325
TMEM257,-2.085438706,0.007236220,0.944685508,0.026709687
NLRP8,-2.085613760,0.002463598,0.999759953,0.019308854
ABCA9,-2.087954205,0.008320300,0.955939917,0.033141277
CREBZF,-2.090337333,0.001601138,0.999956761,0.012958425
TMEM110-MUSTN1,-2.091967685,0.007151508,0.951340211,0.027357530
TRNT1,-2.092414054,0.001633705,0.999952600,0.013203125
INTS8,-2.094292546,0.001652461,0.999950058,0.013343861
PLAC9,-2.095174848,0.001962695,0.999902667,0.015651968
ATRX,-2.098795997,0.001670118,0.999946998,0.013476217
GLT8D1,-2.100643222,0.001830558,0.999922632,0.014673290
HOXA1,-2.100655911,0.005649775,0.945491759,0.020575380
LMOD1,-2.100851444,0.038648967,0.755123939,0.075058382
NDUFC1,-2.101013102,0.005903503,0.948273119,0.022018294
CDKL3,-2.101114681,0.001990888,0.999889592,0.015859975
CETN2,-2.101433337,0.001594242,0.999955568,0.012906549
PRKAA1,-2.101792989,0.002357304,0.999777178,0.018539405
WASF1,-2.103040595,0.006311780,0.946427301,0.023297572
FLVCR2,-2.103960676,0.025249039,0.882131777,0.082954702
CSF2RA,-2.104728630,0.005723816,0.946507119,0.021116299
LAMTOR3,-2.105084940,0.001561771,0.999958573,0.012662036
CER1,-2.106430585,0.001643762,0.999948492,0.013278606
CLDN5,-2.106617245,0.005963794,0.946368563,0.021872425
GBP1,-2.109575800,0.008193884,0.974185716,0.041298128
FITM1,-2.111896441,0.004861900,0.999507433,0.024917451
PAIP2,-2.113757390,0.001585947,0.999954306,0.012844130
HYAL3,-2.114823802,0.006574530,0.950339082,0.024953749
ASIP,-2.117287208,0.002348755,0.999769957,0.018477372
GEMIN5,-2.117563921,0.001604998,0.999951190,0.012987450
USP8,-2.118717037,0.001603613,0.999951278,0.012977038
B3GALT1,-2.118912378,0.001625897,0.999948442,0.013144500
CCDC176,-2.118944286,0.002186916,0.999828381,0.017298820
MRFAP1,-2.119245199,0.001688433,0.999939576,0.013613380
HSPA4L,-2.119355719,0.001943139,0.999891865,0.015507521
GC,-2.119653084,0.002897462,0.940553713,0.010230829
FYB,-2.119790476,0.001527678,0.999959861,0.012404822
ZMYM6,-2.120478460,0.001538323,0.999958574,0.012485188
ANKRD46,-2.121798192,0.001642487,0.999954564,0.013269038
ZNF81,-2.121873502,0.003870017,0.940305482,0.013570125
KPNB1,-2.124606254,0.001740624,0.999929833,0.014003499
MDM1,-2.127476184,0.007927953,0.958089982,0.032541862
TCF4,-2.127504915,0.002024265,0.999868452,0.016105872
SHCBP1,-2.127752826,0.001518892,0.999959537,0.012338457
RAB21,-2.128699168,0.002549602,0.999729893,0.019929011
CNST,-2.129629546,0.005011179,0.943943483,0.018074980
GOLGA8R,-2.130187919,0.002603380,0.999635310,0.020315728
DPP4,-2.130780993,0.001835126,0.999912718,0.014707226
GABRA2,-2.131294869,0.001570784,0.999952797,0.012729949
BCLAF1,-2.132877501,0.001766399,0.999923065,0.014195777
TBCA,-2.132877912,0.001657230,0.999941487,0.013379620
SH3GL2,-2.133755639,0.001748061,0.999926994,0.014059007
ANP32D,-2.134295515,0.001658176,0.999940087,0.013386715
SCN3B,-2.134494568,0.002293436,0.999774598,0.018075442
EIF1AD,-2.136237738,0.001754913,0.999923911,0.014110123
C15orf26,-2.136506231,0.001557049,0.999953523,0.012626443
MED22,-2.136751976,0.003250735,0.939596814,0.011380700
FDPS,-2.138837585,0.001481629,0.999961830,0.012056618
NISCH,-2.140763552,0.007576774,0.951886531,0.029359425
NIM1K,-2.141430063,0.001505675,0.999958733,0.012238561
GTF2H2,-2.142226741,0.001492466,0.999960074,0.012138646
MYH6,-2.142321363,0.006421127,0.988016226,0.042346188
NSUN5,-2.142868444,0.005423210,0.945020363,0.019753239
PLEC,-2.144846975,0.004360668,0.943117222,0.015619852
MKNK2,-2.145019723,0.001566524,0.999950786,0.012697859
CCDC18,-2.145064967,0.001701574,0.999930501,0.013711708
SLC35E2,-2.147089401,0.004504360,0.941461097,0.015928208
CCT5,-2.147618699,0.001464969,0.999962260,0.011930409
CCDC144NL,-2.147976547,0.001679627,0.999934155,0.013547445
C4orf45,-2.148962240,0.001559192,0.999950815,0.012642598
SLC22A9,-2.149254574,0.005704152,0.946914622,0.021027016
GTF2H5,-2.150171751,0.005342485,0.946783467,0.019709865
PCNP,-2.150672373,0.001712863,0.999928286,0.013796123
DNAI1,-2.150903503,0.005961901,0.945905484,0.021775568
NPAS4,-2.150975691,0.001714213,0.999926335,0.013806214
LOC149373,-2.151512978,0.001495581,0.999958200,0.012162216
TP53TG3B,-2.151995298,0.007592024,0.997156752,0.037839015
CHRDL1,-2.154083120,0.001419740,0.999966079,0.011587147
SEH1L,-2.155308545,0.002894554,0.999507407,0.022395910
TAX1BP1,-2.155336520,0.001481075,0.999959184,0.012052424
HGC6.3,-2.155342443,0.005964389,0.998895398,0.030193125
TAS2R8,-2.155647729,0.001536041,0.999952388,0.012467962
NCOR1,-2.156937370,0.001826781,0.999907916,0.014645223
DAP,-2.157524700,0.001519482,0.999954276,0.012342917
DHX29,-2.159256808,0.002073197,0.999834905,0.016465687
MMRN2,-2.159286286,0.001633855,0.999937481,0.013204253
TRIM48,-2.159440972,0.001511387,0.999954863,0.012281746
CEP162,-2.160040398,0.006202630,0.947596262,0.023087287
PAK1IP1,-2.162689278,0.001630615,0.999937156,0.013179931
ZNF223,-2.163027766,0.001439114,0.999962672,0.011734296
XPO1,-2.165370649,0.001940823,0.999882469,0.015490405
KY,-2.165873602,0.006369597,0.950408230,0.024184639
TXN2,-2.166984186,0.001839852,0.999898712,0.014742331
ARHGAP32,-2.167243217,0.005022777,0.944474742,0.018168956
PCDH1,-2.167670608,0.064217336,0.806416861,0.155157698
ZBTB1,-2.168084669,0.001432704,0.999962609,0.011685631
VDR,-2.168581362,0.007541515,0.962831472,0.032379952
RPL11,-2.169915095,0.001631056,0.999935404,0.013183239
MAOA,-2.170202437,0.006812702,0.946600362,0.025137396
GAB2,-2.171048545,0.001408168,0.999964825,0.011499170
GPS2,-2.171593059,0.002719933,0.999896354,0.021151111
TAS2R19,-2.171993955,0.001607543,0.999938633,0.013006588
WNT3,-2.173099657,0.001810107,0.999900930,0.014521250
ABHD4,-2.174304338,0.003989109,0.941765065,0.014223417
NSMCE2,-2.174472341,0.001417685,0.999963282,0.011571525
CBWD5,-2.175618597,0.001514409,0.999951493,0.012304581
GIN1,-2.175633889,0.006339083,0.955874835,0.025383057
PLA2G7,-2.176053273,0.001757050,0.999911263,0.014126064
UGT2A3,-2.176619424,0.001403234,0.999964521,0.011461641
EIF2S3,-2.176706934,0.001387186,0.999966228,0.011339502
PHOSPHO2,-2.177487505,0.001878313,0.999935112,0.015027717
C22orf39,-2.177989414,0.016790283,0.943352647,0.070179245
FUT8,-2.179081828,0.001497073,0.999952952,0.012173500
BTG4,-2.182550054,0.007058153,0.950422868,0.026834164
GNB5,-2.182628329,0.001408655,0.999963008,0.011502877
ANKRD18A,-2.183428530,0.006353860,0.943260522,0.022926298
WNT5A,-2.183556804,0.001639076,0.999931406,0.013243446
SERTAD1,-2.184166422,0.001503744,0.999951191,0.012223961
IFIT1B,-2.184320162,0.004223791,0.999649350,0.021822606
GZMA,-2.185073615,0.001419832,0.999961333,0.011587845
CD101,-2.185519423,0.001454798,0.999957097,0.011853296
LRRC8A,-2.186553902,0.005722962,0.944362500,0.020705813
RPL34,-2.187619388,0.001387509,0.999964598,0.011341965
YRDC,-2.187726243,0.001496215,0.999951209,0.012167011
ADAMTSL3,-2.187863482,0.001478415,0.999953659,0.012032278
LMNA,-2.188575649,0.001598220,0.999936176,0.012936475
SPZ1,-2.188664397,0.001394030,0.999963727,0.011391605
EID2,-2.190491334,0.006094993,0.949570448,0.023011080
MYBPHL,-2.191983241,0.006722907,0.956926685,0.027146236
C18orf21,-2.192065931,0.001451197,0.999956318,0.011825982
MIER1,-2.192287687,0.007246908,0.956647070,0.029214780
RABGGTA,-2.192556035,0.004187884,0.942917246,0.015038871
CALHM3,-2.192969150,0.002746780,0.999324292,0.021343018
TMEM252,-2.193928767,0.006303189,0.950028711,0.024117005
BCL10,-2.194747215,0.001396036,0.999962522,0.011406877
ZNF614,-2.195224138,0.001422534,0.999959321,0.011608376
SPDYC,-2.197106187,0.001423211,0.999958951,0.011613522
ATP2A2,-2.200012812,0.001737167,0.999907495,0.013977692
SNAPC3,-2.200632336,0.001596351,0.999933087,0.012922416
FMNL2,-2.202241214,0.001368474,0.999964520,0.011196937
PAIP1,-2.204232095,0.006483109,0.954859034,0.025665221
FAM156B,-2.204255825,0.001778504,0.999893690,0.014285990
SMCO3,-2.204633221,0.001333391,0.999967969,0.010929188
TRPM7,-2.204969464,0.001438798,0.999955551,0.011731898
LOC102724862,-2.205094341,0.001429224,0.999956905,0.011659200
TTC37,-2.206708395,0.001505341,0.999946183,0.012236033
CYBA,-2.208457220,0.005618754,0.948445170,0.021051091
UFC1,-2.208516228,0.001598081,0.999958645,0.012935430
WDR93,-2.208729880,0.001440223,0.999954604,0.011742718
EXD1,-2.209336360,0.004336078,0.943393462,0.015578476
RFWD2,-2.209338998,0.001334020,0.999967247,0.010933988
ZNF677,-2.209911509,0.004287971,0.942129519,0.015262969
RERGL,-2.210567263,0.007243275,0.949980628,0.027540811
IQCB1,-2.210966520,0.001456727,0.999951951,0.011867922
RASSF6,-2.211626139,0.008163868,0.957930874,0.033757983
PITPNB,-2.211812167,0.001917980,0.999847404,0.015321489
FGF12,-2.212562464,0.004750830,0.942686494,0.016993266
COG5,-2.212849844,0.001366787,0.999963043,0.011184075
ZNF705E,-2.213746604,0.002690994,0.999324609,0.020944041
ARAP3,-2.214056679,0.008114486,0.966943932,0.036545033
SIGLEC12,-2.215255050,0.005135429,0.940387433,0.017976050
HDHD3,-2.215985922,0.004538888,0.944599583,0.016467209
OR6K2,-2.216472366,0.005741977,0.945562434,0.020966802
FGFBP2,-2.217222852,0.008810497,0.956614345,0.035688733
ARHGAP42,-2.217641992,0.005343528,0.947659304,0.019898919
ZNF619,-2.218384853,0.001438201,0.999953234,0.011727367
TRAPPC4,-2.220295400,0.001420690,0.999955201,0.011594367
RTFDC1,-2.220804453,0.001536593,0.999937684,0.012472131
ACMSD,-2.222576578,0.007278028,0.955637294,0.029140984
IARS,-2.223124471,0.001548351,0.999934839,0.012560852
OR13F1,-2.223151944,0.001380004,0.999959798,0.011284800
FAM9B,-2.223852442,0.004068064,0.999659861,0.021062254
HSD17B11,-2.224208008,0.001448270,0.999950420,0.011803777
FAM217A,-2.224789226,0.001408012,0.999955889,0.011497984
APOL2,-2.225613139,0.001482875,0.999944903,0.012066049
ATXN3,-2.226324098,0.001399891,0.999956863,0.011436209
CREB3L1,-2.226461453,0.001727144,0.999896250,0.013902840
ACAA2,-2.226650480,0.001404255,0.999956085,0.011469413
