symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
Non-Targeting,-3.778058070,0.000000000,1.000000000,0.000000000
NTSR1,-5.178714928,0.000033126,0.999999658,0.000324436
JMY,-5.142756240,0.000034596,0.999999635,0.000338323
DNAH1,-5.141464829,0.000034669,0.999999629,0.000339012
FOXE3,-5.131536067,0.000035077,0.999999625,0.000342859
LY6G6C,-5.101941274,0.000036311,0.999999616,0.000354495
ELP5,-5.097568755,0.000036499,0.999999614,0.000356264
TGM6,-4.901481408,0.000036816,0.999999610,0.000359251
KCNK13,-5.074856389,0.000037566,0.999999585,0.000366315
JAM3,-5.045995487,0.000038823,0.999999582,0.000378132
MESDC2,-5.045935526,0.000039015,0.999999537,0.000379933
TSPAN10,-5.031278464,0.000039525,0.999999570,0.000384725
AKR1D1,-5.024227724,0.000039964,0.999999541,0.000388846
THAP3,-5.022279007,0.000039996,0.999999554,0.000389148
PRRC2B,-5.005084301,0.000040752,0.999999560,0.000396241
C10orf91,-4.804855632,0.000041249,0.999999557,0.000400900
TSPYL5,-4.988258711,0.000041576,0.999999549,0.000403967
MCM2,-4.988132810,0.000041590,0.999999548,0.000404096
DUOX2,-4.983807139,0.000042048,0.999999492,0.000408386
LRRTM2,-4.972352113,0.000042359,0.999999542,0.000411296
DCAF7,-4.975543578,0.000042416,0.999999496,0.000411828
MIR1-1HG,-4.963355047,0.000042821,0.999999535,0.000415617
SIGIRR,-4.963700777,0.000042929,0.999999506,0.000416631
MAGEC1,-4.959055070,0.000043249,0.999999483,0.000419622
LRRC29,-4.954628182,0.000043287,0.999999525,0.000419981
PLEK2,-4.947411593,0.000043681,0.999999516,0.000423665
MMP15,-4.946882675,0.000043718,0.999999514,0.000424011
CTDSP1,-4.944858450,0.000043773,0.999999524,0.000424524
TMEM223,-4.943971456,0.000043912,0.999999502,0.000425828
KRTAP4-8,-4.939929936,0.000044034,0.999999520,0.000426968
CHIT1,-4.939687644,0.000044040,0.999999521,0.000427020
PLEKHA5,-4.933756299,0.000044439,0.999999498,0.000430756
USP17L5,-4.931916345,0.000044476,0.999999510,0.000431093
CBLC,-4.927083521,0.000044739,0.999999505,0.000433555
STX11,-4.927564244,0.000044790,0.999999489,0.000434028
NUDT8,-4.925097987,0.000044878,0.999999496,0.000434857
AARS,-4.925003136,0.000044912,0.999999489,0.000435170
ZNF467,-4.921399860,0.000045016,0.999999507,0.000436143
LYRM1,-4.921592578,0.000045155,0.999999473,0.000437439
C5orf47,-4.918112488,0.000045184,0.999999507,0.000437711
TMPRSS7,-4.914794813,0.000045560,0.999999462,0.000441220
WNK2,-4.926549431,0.000045772,0.999999437,0.000443198
ERAP1,-4.905483959,0.000045930,0.999999485,0.000444678
NYX,-4.901871977,0.000046146,0.999999478,0.000446685
SDPR,-4.900106470,0.000046223,0.999999481,0.000447411
LZTS2,-4.896108000,0.000046429,0.999999482,0.000449330
PRM2,-4.890501890,0.000046741,0.999999478,0.000452236
LHFPL2,-4.891002578,0.000047005,0.999999411,0.000454703
POLE4,-4.888636728,0.000047146,0.999999412,0.000456013
EPHB1,-4.879312343,0.000047391,0.999999464,0.000458296
PIK3C2B,-4.875347944,0.000047580,0.999999469,0.000460055
RABEP2,-4.877708368,0.000047582,0.999999441,0.000460073
FASTKD5,-4.873175630,0.000047702,0.999999468,0.000461194
TYMSOS,-4.872571600,0.000047806,0.999999452,0.000462162
RTN4RL2,-4.871581805,0.000047821,0.999999460,0.000462303
PCYT2,-4.871059845,0.000047908,0.999999448,0.000463117
HOXD9,-4.867184090,0.000048036,0.999999465,0.000464305
ZNF532,-4.866307838,0.000048164,0.999999447,0.000465501
NDUFB10,-4.668911959,0.000048166,0.999999432,0.000465517
ALX3,-4.863097449,0.000048269,0.999999463,0.000466475
PXN,-4.862246506,0.000048314,0.999999463,0.000466898
OR7C2,-4.863269680,0.000048375,0.999999437,0.000467466
COL5A1,-4.861145586,0.000048378,0.999999462,0.000467489
KRTAP10-11,-4.861796123,0.000048468,0.999999433,0.000468332
DNAJB4,-4.857867371,0.000048556,0.999999462,0.000469151
BTG2,-4.853631068,0.000048895,0.999999438,0.000472307
TSC22D4,-4.852992588,0.000048896,0.999999446,0.000472311
POM121C,-4.846287177,0.000049258,0.999999447,0.000475681
TMEM170A,-4.658627980,0.000049358,0.999999426,0.000476616
PRRT3,-4.844119022,0.000049368,0.999999449,0.000476710
NAA10,-4.837404940,0.000049797,0.999999437,0.000480695
ITGB1,-4.837086228,0.000049958,0.999999408,0.000482196
ACD,-4.651658713,0.000050096,0.999999423,0.000483479
SLC4A11,-4.657293063,0.000050202,0.999999418,0.000484463
AZIN2,-4.830745513,0.000050307,0.999999408,0.000485433
PRM1,-4.825231380,0.000050548,0.999999423,0.000487680
RARRES3,-4.822440405,0.000050801,0.999999400,0.000490032
C9orf85,-4.819306664,0.000051120,0.999999374,0.000492994
ACOT2,-4.815236048,0.000051138,0.999999418,0.000493157
SPRR2G,-4.811889155,0.000051339,0.999999416,0.000495024
PTX4,-4.812773233,0.000051417,0.999999389,0.000495752
FGFR2,-4.807855592,0.000051569,0.999999416,0.000497161
HMCN2,-4.809375142,0.000051592,0.999999393,0.000497378
RMI2,-4.802817093,0.000051926,0.999999403,0.000500471
ZNF394,-4.800647460,0.000052074,0.999999398,0.000501848
KCNK9,-4.800034903,0.000052087,0.999999403,0.000501966
SRPK3,-4.800155136,0.000052176,0.999999382,0.000502796
LOC100287036,-4.796596718,0.000052345,0.999999391,0.000504367
NFKB1,-4.794571380,0.000052455,0.999999392,0.000505387
DSP,-4.794236406,0.000052463,0.999999395,0.000505457
MAGEA10,-4.791979330,0.000052618,0.999999390,0.000506899
SERPINF1,-4.788788880,0.000052732,0.999999406,0.000507955
ITGB5,-4.789704560,0.000052759,0.999999388,0.000508207
NKX2-8,-4.786962305,0.000052856,0.999999402,0.000509101
LRRC59,-4.781392480,0.000053295,0.999999380,0.000513179
SPATC1,-4.782711564,0.000053353,0.999999352,0.000513713
CAPN10,-4.779139337,0.000053363,0.999999393,0.000513809
IGF2BP2,-4.775031173,0.000053684,0.999999377,0.000516783
PGPEP1,-4.775701195,0.000053797,0.999999345,0.000517825
INPP5K,-4.771148417,0.000053904,0.999999380,0.000518817
MMAB,-4.767857971,0.000054366,0.999999327,0.000523105
ZNF598,-4.762554130,0.000054480,0.999999368,0.000524160
LOC403312,-4.758714207,0.000054714,0.999999368,0.000526329
ANAPC11,-4.756287577,0.000054857,0.999999370,0.000527646
OR52M1,-4.749630066,0.000055287,0.999999365,0.000531635
WNT8B,-4.752272103,0.000055326,0.999999325,0.000531990
AKR7A3,-4.748297838,0.000055430,0.999999353,0.000532956
C5AR1,-4.755297550,0.000055435,0.999999261,0.000533002
OR3A3,-4.745867688,0.000055562,0.999999357,0.000534176
DPH3P1,-4.747192312,0.000055579,0.999999335,0.000534335
TLDC2,-4.746509917,0.000055622,0.999999336,0.000534728
FBXW10,-4.743418449,0.000055675,0.999999364,0.000535226
RUSC1,-4.742920618,0.000055843,0.999999336,0.000536779
B3GNT7,-4.743654959,0.000056110,0.999999272,0.000539246
PML,-4.738003591,0.000056243,0.999999316,0.000540476
TOP3A,-4.733913011,0.000056305,0.999999357,0.000541048
PPAPDC2,-4.732994263,0.000056461,0.999999337,0.000542492
POTEI,-4.731645003,0.000056527,0.999999340,0.000543106
GSTP1,-4.730157125,0.000056586,0.999999348,0.000543648
C2orf48,-4.728867884,0.000056640,0.999999353,0.000544153
C16orf74,-4.730373478,0.000056704,0.999999319,0.000544741
RASSF7,-4.724952726,0.000056916,0.999999348,0.000546703
SBK2,-4.717678278,0.000057527,0.999999318,0.000552347
NUAK1,-4.716930167,0.000057619,0.999999308,0.000553198
FOXN3,-4.718347423,0.000057641,0.999999287,0.000553405
OR4S1,-4.714929792,0.000057644,0.999999330,0.000553434
TMEM158,-4.715867696,0.000057710,0.999999304,0.000554043
ESRRB,-4.711958406,0.000057828,0.999999331,0.000555129
PPDPF,-4.526032505,0.000057856,0.999999259,0.000555387
IQGAP3,-4.711303930,0.000057895,0.999999326,0.000555749
PTGER2,-4.708966546,0.000058009,0.999999334,0.000556799
SYTL1,-4.710419053,0.000058035,0.999999309,0.000557042
WISP3,-4.706981487,0.000058214,0.999999317,0.000558699
PRELID2,-4.713335334,0.000058222,0.999999234,0.000558775
SKOR2,-4.709452747,0.000058267,0.999999276,0.000559186
IL4,-4.704063386,0.000058398,0.999999319,0.000560400
MMP23B,-4.706347778,0.000058479,0.999999271,0.000561143
PROSER1,-4.708157118,0.000058519,0.999999234,0.000561513
COPG1,-4.698112789,0.000058793,0.999999318,0.000564043
BEND2,-4.699704843,0.000058924,0.999999269,0.000565257
SPDYE1,-4.695952120,0.000058987,0.999999307,0.000565839
SRGAP2C,-4.693358267,0.000059304,0.999999279,0.000568761
FBXO18,-4.689171241,0.000059395,0.999999315,0.000569598
OR4N2,-4.689574453,0.000059413,0.999999306,0.000569766
DENND2A,-4.689362613,0.000059487,0.999999294,0.000570450
COLGALT2,-4.689534649,0.000059492,0.999999290,0.000570498
IRF3,-4.522744267,0.000059763,0.999999274,0.000572998
ZNF787,-4.686574167,0.000059910,0.999999244,0.000574348
GAR1,-4.683371133,0.000059915,0.999999288,0.000574398
LGALS14,-4.682008094,0.000059992,0.999999291,0.000575106
ATP13A2,-4.681713369,0.000060110,0.999999270,0.000576199
ATP12A,-4.678921158,0.000060202,0.999999290,0.000577048
AXIN2,-4.675573607,0.000060479,0.999999280,0.000579602
ZNF358,-4.675032219,0.000060480,0.999999286,0.000579609
OR2T6,-4.674579280,0.000060690,0.999999250,0.000581548
AP3D1,-4.670558835,0.000060781,0.999999287,0.000582388
HIST1H4A,-4.669310075,0.000060863,0.999999287,0.000583137
SPIRE1,-4.672092014,0.000060873,0.999999248,0.000583230
PYCRL,-4.668137685,0.000060973,0.999999281,0.000584154
COG1,-4.667365500,0.000061003,0.999999285,0.000584430
CLEC16A,-4.667831054,0.000061163,0.999999247,0.000585910
SPACA5,-4.666521063,0.000061337,0.999999229,0.000587513
MDFIC,-4.663924458,0.000061348,0.999999262,0.000587610
DOK2,-4.678727828,0.000061408,0.999999054,0.000588160
HOXB13,-4.662901523,0.000061462,0.999999253,0.000588662
TIRAP,-4.653586844,0.000062026,0.999999269,0.000593858
DSCAML1,-4.653736410,0.000062029,0.999999266,0.000593888
PGC,-4.468969279,0.000062147,0.999999247,0.000594975
FAM73B,-4.285004221,0.000062152,0.999999099,0.000595018
CDX4,-4.651673037,0.000062162,0.999999268,0.000595106
FAM149A,-4.653289355,0.000062242,0.999999229,0.000595844
BRF1,-4.649515762,0.000062405,0.999999250,0.000597345
CD48,-4.650975208,0.000062471,0.999999215,0.000597958
MYO7B,-4.647199096,0.000062609,0.999999241,0.000599225
UBE2QL1,-4.646190306,0.000062673,0.999999242,0.000599819
STKLD1,-4.642803863,0.000062799,0.999999264,0.000600976
TMED1,-4.643877964,0.000062876,0.999999234,0.000601687
CHRNA7,-4.642415709,0.000063099,0.999999206,0.000603739
MCAT,-4.638975138,0.000063127,0.999999252,0.000603997
ZNF585B,-4.642386316,0.000063152,0.999999199,0.000604221
PRELID1,-4.638655220,0.000063311,0.999999220,0.000605684
PEX14,-4.644658859,0.000063345,0.999999128,0.000605996
IPO13,-4.445490871,0.000063596,0.999999236,0.000608307
GRID2,-4.631806386,0.000063653,0.999999248,0.000608830
PPP1R1B,-4.631562151,0.000063678,0.999999246,0.000609066
BTNL9,-4.465331897,0.000063775,0.999999237,0.000609961
S100A4,-4.630699194,0.000063778,0.999999239,0.000609980
IGFBP1,-4.632185432,0.000063923,0.999999187,0.000611320
TNFRSF10B,-4.629621700,0.000063930,0.999999223,0.000611381
EPHA8,-4.625960713,0.000064172,0.999999227,0.000613604
GAGE1,-4.624435460,0.000064335,0.999999217,0.000615106
ALDOA,-4.626159022,0.000064390,0.999999183,0.000615616
FOXR1,-4.626904828,0.000064511,0.999999150,0.000616725
PVRL4,-4.620249874,0.000064527,0.999999238,0.000616877
SH2D3A,-4.620392802,0.000064611,0.999999219,0.000617649
OTOP1,-4.621554709,0.000064676,0.999999188,0.000618244
CRBN,-4.620499376,0.000064935,0.999999151,0.000620623
ATP1B1,-4.615065621,0.000064962,0.999999226,0.000620875
OSBPL10,-4.616277431,0.000064986,0.999999203,0.000621094
SCGB1C1,-4.615402100,0.000065022,0.999999210,0.000621422
PTPN4,-4.614770490,0.000065065,0.999999209,0.000621818
GRK5,-4.616574114,0.000065066,0.999999181,0.000621828
PARK7,-4.615771386,0.000065107,0.999999185,0.000622204
CFI,-4.612251788,0.000065224,0.999999214,0.000623284
FRRS1L,-4.610769995,0.000065260,0.999999228,0.000623613
STX4,-4.611922207,0.000065402,0.999999185,0.000624915
INTS6,-4.612254011,0.000065457,0.999999168,0.000625426
PES1,-4.610673463,0.000065587,0.999999163,0.000626618
KCTD17,-4.612394734,0.000065708,0.999999120,0.000627724
TGIF2,-4.603586003,0.000065804,0.999999224,0.000628614
LYG2,-4.604765244,0.000065838,0.999999200,0.000628923
SSPO,-4.607286149,0.000065851,0.999999163,0.000629041
TMEM242,-4.608558598,0.000066218,0.999999074,0.000632412
FAM120A,-4.600007449,0.000066219,0.999999194,0.000632424
ACTL8,-4.596126353,0.000066434,0.999999207,0.000634397
C9orf62,-4.596367216,0.000066467,0.999999197,0.000634697
ATP6AP1L,-4.595800792,0.000066490,0.999999201,0.000634911
C11orf24,-4.595906987,0.000066543,0.999999190,0.000635397
RTTN,-4.618989438,0.000066617,0.999999151,0.000636080
GPR157,-4.619510834,0.000066624,0.999998833,0.000636141
RNPS1,-4.593635570,0.000066732,0.999999185,0.000637136
TNFRSF10A,-4.606532450,0.000066740,0.999998996,0.000637203
KRTAP5-6,-4.592772836,0.000066759,0.999999192,0.000637376
TNFRSF14,-4.591734203,0.000066759,0.999999208,0.000637377
ARHGEF10,-4.591477786,0.000066826,0.999999198,0.000637997
HRAS,-4.597293012,0.000066899,0.999999099,0.000638669
CNRIP1,-4.591058240,0.000066924,0.999999185,0.000638890
LSM14B,-4.590048064,0.000066945,0.999999196,0.000639089
ILKAP,-4.590879731,0.000067065,0.999999160,0.000640186
ADAMTS15,-4.588567290,0.000067157,0.999999175,0.000641036
PGF,-4.589385831,0.000067163,0.999999162,0.000641086
IL17A,-4.585832132,0.000067226,0.999999202,0.000641662
SV2C,-4.590006479,0.000067319,0.999999126,0.000642519
SIRT6,-4.592920419,0.000067352,0.999999079,0.000642824
LITAF,-4.586770596,0.000067387,0.999999158,0.000643144
PAPOLB,-4.586812432,0.000067400,0.999999151,0.000643262
UGT2A1,-4.587133753,0.000067409,0.999999148,0.000643347
MRPS33,-4.584912119,0.000067467,0.999999168,0.000643877
ADAMTS2,-4.584472274,0.000067486,0.999999172,0.000644051
DCHS2,-4.584727393,0.000067490,0.999999166,0.000644089
ATG101,-4.585129013,0.000067725,0.999999113,0.000646243
RNASE10,-4.580337931,0.000067756,0.999999179,0.000646528
FAM21C,-4.405384795,0.000067780,0.999999184,0.000646746
37226.0000000,-4.579193804,0.000067825,0.999999182,0.000647160
CALCR,-4.579284126,0.000067869,0.999999172,0.000647563
CST3,-4.580646791,0.000067912,0.999999141,0.000647964
CD2BP2,-4.577535048,0.000067927,0.999999187,0.000648096
SLC43A1,-4.387143913,0.000067943,0.999999175,0.000648244
SMNDC1,-4.589105718,0.000067951,0.999999015,0.000648319
PGAM5,-4.576685037,0.000067962,0.999999192,0.000648421
GADD45B,-4.579230272,0.000068113,0.999999127,0.000649805
ZNF593,-4.575625510,0.000068123,0.999999177,0.000649899
MGP,-4.575011450,0.000068220,0.999999167,0.000650790
IGFL3,-4.574558548,0.000068298,0.999999159,0.000651501
ANKRD20A3,-4.573680344,0.000068352,0.999999160,0.000652000
ARPIN,-4.578052447,0.000068378,0.999999088,0.000652234
MAEA,-4.622936302,0.000068414,0.999999042,0.000652566
PIGH,-4.572411306,0.000068463,0.999999159,0.000653019
CHRFAM7A,-4.570602226,0.000068480,0.999999181,0.000653168
RAB3C,-4.570593028,0.000068500,0.999999177,0.000653352
NUDT17,-4.575567255,0.000068646,0.999999076,0.000654693
SCGB1C2,-4.567715017,0.000068689,0.999999183,0.000655088
LHX9,-4.569939446,0.000068695,0.999999149,0.000655141
ZNF784,-4.572638381,0.000068727,0.999999106,0.000655438
IFT140,-4.566454555,0.000068817,0.999999177,0.000656264
SLC22A24,-4.567216215,0.000068849,0.999999159,0.000656551
MEF2BNB-MEF2B,-4.569229622,0.000068968,0.999999108,0.000657643
GLOD5,-4.565210704,0.000069017,0.999999157,0.000658095
ZC3HAV1L,-4.570849810,0.000069040,0.999999073,0.000658307
PUS1,-4.565011103,0.000069205,0.999999125,0.000659821
CLMN,-4.564029379,0.000069215,0.999999136,0.000659904
OR2B11,-4.582085799,0.000069364,0.999998837,0.000661279
GUCD1,-4.561576024,0.000069495,0.999999114,0.000662479
SRCIN1,-4.559285349,0.000069519,0.999999147,0.000662693
DCD,-4.557921620,0.000069573,0.999999157,0.000663193
GALNT8,-4.558203811,0.000069731,0.999999122,0.000664636
USP39,-4.559948088,0.000069753,0.999999091,0.000664841
APITD1,-4.554273727,0.000069872,0.999999154,0.000665926
SLC2A1,-4.554568091,0.000069919,0.999999140,0.000666362
AQP8,-4.552634486,0.000069936,0.999999166,0.000666520
PRIMA1,-4.557843210,0.000069944,0.999999090,0.000666585
ARHGAP28,-4.553880151,0.000070064,0.999999121,0.000667691
KIAA1468,-4.369787765,0.000070251,0.999999134,0.000669404
SYNGR1,-4.551807949,0.000070380,0.999999094,0.000670585
PSTK,-4.549481338,0.000070396,0.999999124,0.000670733
PPM1B,-4.552627627,0.000070407,0.999999074,0.000670826
UQCRC2,-4.548770903,0.000070472,0.999999121,0.000671425
HIVEP1,-4.546127646,0.000070556,0.999999144,0.000672197
KRTAP10-9,-4.363003747,0.000070630,0.999999134,0.000672875
PIAS4,-4.566349988,0.000070659,0.999998825,0.000673142
ABTB2,-4.546853650,0.000070664,0.999999114,0.000673186
NR4A2,-4.543259854,0.000070772,0.999999146,0.000674175
ANG,-4.545175090,0.000070829,0.999999106,0.000674696
ZCCHC8,-4.541918614,0.000070983,0.999999125,0.000676100
SNTA1,-4.542118822,0.000071014,0.999999115,0.000676387
SRSF4,-4.542098262,0.000071042,0.999999112,0.000676643
MYCT1,-4.540512287,0.000071062,0.999999131,0.000676827
RHOJ,-4.547060224,0.000071095,0.999999028,0.000677126
BAIAP2,-4.538416038,0.000071186,0.999999140,0.000677965
C10orf32,-4.540057769,0.000071245,0.999999104,0.000678500
ATP5D,-4.537263402,0.000071274,0.999999140,0.000678770
SDC3,-4.351978499,0.000071404,0.999999106,0.000679955
MZT2A,-4.540745278,0.000071476,0.999999052,0.000680615
CPLX3,-4.552639733,0.000071656,0.999998836,0.000682268
TMEM183B,-4.539036471,0.000071658,0.999999038,0.000682285
H1FOO,-4.533007156,0.000071680,0.999999127,0.000682480
POFUT2,-4.532184179,0.000071868,0.999999104,0.000684208
VASH1,-4.529654948,0.000071883,0.999999139,0.000684345
OR51M1,-4.531595094,0.000071905,0.999999104,0.000684541
SCNN1D,-4.529669084,0.000071980,0.999999120,0.000685226
DDO,-4.527326766,0.000072189,0.999999116,0.000687141
CSDC2,-4.526888405,0.000072201,0.999999120,0.000687254
GXYLT1,-4.530106245,0.000072262,0.999999054,0.000687813
TRAK2,-4.525878892,0.000072355,0.999999106,0.000688659
VWCE,-4.497865033,0.000072374,0.999999092,0.000688830
SLC7A6OS,-4.524321754,0.000072384,0.999999124,0.000688927
AMFR,-4.530363584,0.000072403,0.999999030,0.000689100
MMD,-4.526714294,0.000072420,0.999999082,0.000689259
PIGO,-4.524193229,0.000072577,0.999999091,0.000690690
CCDC13,-4.522139688,0.000072599,0.999999117,0.000690893
APOL3,-4.356045928,0.000072668,0.999999094,0.000691527
WBP1,-4.527177211,0.000072732,0.999999015,0.000692111
TRIM6-TRIM34,-4.520488902,0.000072802,0.999999104,0.000692753
OR13C2,-4.521562858,0.000072818,0.999999085,0.000692893
FAM179A,-4.519607696,0.000072879,0.999999102,0.000693456
CA13,-4.519776041,0.000072904,0.999999095,0.000693681
IFI16,-4.520697163,0.000072915,0.999999079,0.000693779
MVB12A,-4.521295285,0.000072994,0.999999050,0.000694503
ZBTB34,-4.516881054,0.000073030,0.999999116,0.000694833
FBXO38,-4.518159746,0.000073083,0.999999085,0.000695315
NUDT10,-4.521192085,0.000073156,0.999999025,0.000695982
C9orf163,-4.519225236,0.000073156,0.999999053,0.000695984
CLCN1,-4.517359924,0.000073235,0.999999070,0.000696708
CCDC84,-4.515585747,0.000073265,0.999999091,0.000696977
KIAA0141,-4.527478350,0.000073464,0.999998875,0.000698797
C16orf46,-4.517024339,0.000073473,0.999999032,0.000698884
SLC29A3,-4.517901351,0.000073535,0.999999005,0.000699449
PRKACG,-4.525595075,0.000073760,0.999998849,0.000701505
TRMT5,-4.516245257,0.000073782,0.999998978,0.000701708
CHAD,-4.511782460,0.000073875,0.999999036,0.000702555
DPT,-4.509333969,0.000073923,0.999999063,0.000702999
ASB2,-4.509420757,0.000073958,0.999999052,0.000703313
LONP1,-4.511096611,0.000074017,0.999999019,0.000703859
OR11H12,-4.506586765,0.000074042,0.999999082,0.000704086
SHC3,-4.505709233,0.000074110,0.999999083,0.000704705
TPCN2,-4.507282149,0.000074128,0.999999052,0.000704865
ODF3,-4.537491468,0.000074199,0.999998973,0.000705514
ADD1,-4.504609698,0.000074226,0.999999078,0.000705767
ESRP1,-4.502998778,0.000074321,0.999999085,0.000706630
DCAF6,-4.504389978,0.000074473,0.999999036,0.000708026
BRICD5,-4.501755705,0.000074589,0.999999055,0.000709080
ENDOV,-4.503855146,0.000074594,0.999999018,0.000709126
PCDHB10,-4.507428866,0.000074771,0.999998929,0.000710743
COG3,-4.496724973,0.000074793,0.999999094,0.000710945
HAUS7,-4.496884527,0.000074876,0.999999075,0.000711706
FOXB1,-4.496011104,0.000074885,0.999999087,0.000711782
IGSF8,-4.653631212,0.000074903,0.999998675,0.000711947
SIX1,-4.322250206,0.000074972,0.999999078,0.000712583
KLF11,-4.494075357,0.000075202,0.999999058,0.000714678
SMG8,-4.492771338,0.000075230,0.999999073,0.000714937
SMPDL3B,-4.493773975,0.000075238,0.999999056,0.000715007
GSC2,-4.490851953,0.000075394,0.999999073,0.000716429
RRAS2,-4.491926321,0.000075458,0.999999044,0.000717019
CKB,-4.494797540,0.000075468,0.999998999,0.000717111
KCNG4,-4.489645446,0.000075539,0.999999064,0.000717760
GSPT2,-4.492355554,0.000075547,0.999999017,0.000717827
FGFR3,-4.488772180,0.000075612,0.999999064,0.000718419
SLC28A2,-4.491563382,0.000075675,0.999999011,0.000719002
KLK4,-4.324955404,0.000075707,0.999998881,0.000719287
LRRC24,-4.486707673,0.000075745,0.999999071,0.000719634
CAND1,-4.486012872,0.000075749,0.999999082,0.000719670
DEPDC1,-4.489692271,0.000075758,0.999999023,0.000719758
CHRND,-4.488305806,0.000075770,0.999999040,0.000719869
TXNRD3NB,-4.487084894,0.000075794,0.999999055,0.000720087
CNKSR1,-4.486311757,0.000075828,0.999999062,0.000720393
PARL,-4.486504810,0.000075952,0.999999035,0.000721525
RIC3,-4.488813188,0.000076066,0.999998981,0.000722568
MAU2,-4.482366883,0.000076091,0.999999075,0.000722795
USP27X,-4.494768433,0.000076275,0.999998844,0.000724473
PPM1N,-4.498336306,0.000076415,0.999998749,0.000725753
UBE2Q1,-4.480011782,0.000076423,0.999999049,0.000725823
CXXC1,-4.485529610,0.000076448,0.999998958,0.000726053
TMEM179,-4.479598942,0.000076503,0.999999042,0.000726554
OXTR,-4.476674084,0.000076676,0.999999056,0.000728130
DTYMK,-4.475562810,0.000076767,0.999999056,0.000728961
UNC79,-4.477175227,0.000076991,0.999998986,0.000731011
TRPC6,-4.472141407,0.000077058,0.999999056,0.000731616
CD40,-4.278622854,0.000077093,0.999998963,0.000731936
NAPEPLD,-4.470935100,0.000077137,0.999999060,0.000732340
NFE2,-4.317165639,0.000077208,0.999999001,0.000732986
CASP14,-4.468900878,0.000077343,0.999999054,0.000734219
NDP,-4.474081502,0.000077358,0.999998968,0.000734354
RAX2,-4.467859393,0.000077471,0.999999047,0.000735383
ALDH3B2,-4.467689786,0.000077502,0.999999044,0.000735665
C11orf95,-4.467608344,0.000077584,0.999999029,0.000736417
MFSD6,-4.468463999,0.000077655,0.999999003,0.000737057
BTNL2,-4.539174052,0.000077667,0.999998914,0.000737169
DTX2,-4.471732154,0.000077671,0.999998951,0.000737212
ARSH,-4.464157257,0.000077795,0.999999045,0.000738336
MAPKAPK2,-4.465681519,0.000077824,0.999999016,0.000738603
SPATA7,-4.464215490,0.000077852,0.999999033,0.000738860
IGFBPL1,-4.465327154,0.000077880,0.999999012,0.000739109
PRR20A,-4.465611861,0.000077901,0.999998999,0.000739301
ITGA5,-4.468868608,0.000077975,0.999998936,0.000739982
SLC20A1,-4.463082016,0.000077983,0.999999028,0.000740051
TBKBP1,-4.463219099,0.000078023,0.999999019,0.000740413
VPS52,-4.460117093,0.000078186,0.999999037,0.000741906
SOX2,-4.284810018,0.000078216,0.999998981,0.000742179
ANKH,-4.463982062,0.000078326,0.999998945,0.000743183
ANKRD13C,-4.468726800,0.000078335,0.999998875,0.000743265
TCEB3C,-4.458281620,0.000078478,0.999999013,0.000744566
SCUBE2,-4.470073517,0.000078535,0.999998812,0.000745085
BCL6,-4.457515784,0.000078694,0.999998985,0.000746530
SCAP,-4.455717811,0.000078746,0.999999004,0.000747006
ZIC3,-4.453379546,0.000078780,0.999999036,0.000747316
C1QC,-4.456991035,0.000078901,0.999998957,0.000748414
A3GALT2,-4.454782417,0.000078907,0.999998988,0.000748475
PPP2R2B,-4.456513044,0.000078934,0.999998956,0.000748720
SLA2,-4.271519957,0.000079043,0.999999025,0.000749711
GOLGA8A,-4.460069536,0.000079106,0.999998858,0.000750283
MT1G,-4.453739040,0.000079127,0.999998964,0.000750478
TSN,-4.453161598,0.000079180,0.999998965,0.000750963
KIRREL,-4.449093628,0.000079200,0.999999027,0.000751146
MTHFD1,-4.451499187,0.000079242,0.999998980,0.000751521
ILDR2,-4.454592746,0.000079247,0.999998932,0.000751573
ZNF524,-4.450083496,0.000079320,0.999998987,0.000752236
R3HCC1L,-4.447668875,0.000079451,0.999999002,0.000753429
ECH1,-4.446688202,0.000079504,0.999999010,0.000753909
GJC3,-4.446866306,0.000079525,0.999999003,0.000754103
ATG16L1,-4.449812919,0.000079548,0.999998953,0.000754310
CUX2,-4.446888094,0.000079619,0.999998985,0.000754961
SERPINE3,-4.446766847,0.000079633,0.999998985,0.000755090
KLK10,-4.446377097,0.000079670,0.999998984,0.000755424
CLDN17,-4.448520907,0.000079670,0.999998945,0.000755427
ZNF324,-4.445094201,0.000079671,0.999999004,0.000755428
DIRC1,-4.279984529,0.000079834,0.999998791,0.000756920
BMP3,-4.451071459,0.000079886,0.999998860,0.000757387
CLDN23,-4.442573302,0.000079886,0.999999006,0.000757387
GAS7,-4.565445487,0.000080003,0.999998864,0.000758459
EBP,-4.442837949,0.000080018,0.999998975,0.000758593
CCDC79,-4.441658701,0.000080142,0.999998972,0.000759717
PCDH11Y,-4.439775111,0.000080177,0.999998998,0.000760039
CPXM2,-4.438559639,0.000080205,0.999999012,0.000760292
CYTH1,-4.164047763,0.000080319,0.999998865,0.000761328
MBD3L3,-4.244844895,0.000080361,0.999998825,0.000761717
DECR2,-4.437237838,0.000080408,0.999998996,0.000762145
NUDT16L1,-4.437781421,0.000080432,0.999998986,0.000762359
CPQ,-4.437356796,0.000080491,0.999998979,0.000762895
AKAP14,-4.439069130,0.000080583,0.999998936,0.000763733
