symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
SLMAP,-3.743667767,0.000188190,0.999996890,0.001720291
IL12RB2,-3.801903350,0.000188199,0.999994976,0.001720367
RAD21,-3.741815163,0.000188208,0.999996954,0.001720445
IFRD2,-3.747287927,0.000188239,0.999996784,0.001720718
CTXN1,-3.731728311,0.000188295,0.999997234,0.001721207
PXT1,-3.758867324,0.000188470,0.999996399,0.001722727
SPDEF,-3.738320528,0.000188483,0.999997008,0.001722842
FAM180B,-3.739489208,0.000188493,0.999996982,0.001722929
ERGIC3,-3.735364020,0.000188548,0.999997092,0.001723410
MGLL,-3.743243944,0.000188560,0.999996844,0.001723518
SF3B5,-3.737264649,0.000188562,0.999997020,0.001723537
HMOX2,-3.738083592,0.000188607,0.999996993,0.001723923
SGOL2,-3.762480060,0.000188635,0.999996213,0.001724172
ZCCHC14,-3.735537268,0.000188635,0.999997074,0.001724172
METTL25,-3.740866244,0.000188756,0.999996873,0.001725227
PSMD3,-3.731416714,0.000188764,0.999997176,0.001725294
RGS22,-3.731101230,0.000188797,0.999997180,0.001725585
SIRPD,-3.734895971,0.000188834,0.999997061,0.001725907
SGSM2,-4.025495822,0.000188962,0.999994958,0.001727020
CA12,-3.735990141,0.000188987,0.999997013,0.001727243
CBFB,-3.743118437,0.000189078,0.999996785,0.001728030
BPIFB4,-3.733693366,0.000189109,0.999997053,0.001728304
GRIN3B,-3.740538595,0.000189123,0.999996847,0.001728423
FKBP2,-3.741646444,0.000189143,0.999996822,0.001728600
PTBP2,-3.757991848,0.000189265,0.999996312,0.001729660
SLC26A7,-3.731230569,0.000189278,0.999997105,0.001729781
SPOPL,-3.753577505,0.000189351,0.999996379,0.001730418
EEF2KMT,-3.732295939,0.000189355,0.999997065,0.001730451
NIF3L1,-3.736083476,0.000189472,0.999996926,0.001731468
ZNF484,-3.736975236,0.000189505,0.999996908,0.001731759
SYCN,-3.763260132,0.000189548,0.999995959,0.001732133
PRR9,-3.729188858,0.000189593,0.999997117,0.001732526
PROZ,-3.726602601,0.000189603,0.999997194,0.001732607
GNPDA2,-3.731770862,0.000189667,0.999997026,0.001733167
NCR2,-3.749519268,0.000189676,0.999996457,0.001733245
MPP4,-3.741952009,0.000189701,0.999996715,0.001733468
INSM2,-3.749498951,0.000189785,0.999996447,0.001734195
PLSCR4,-3.732885760,0.000189785,0.999996977,0.001734198
FOXP3,-4.203160911,0.000189833,0.999993216,0.001734613
CXCL5,-3.584579604,0.000189844,0.999997188,0.001734714
ATG9A,-3.732332599,0.000189873,0.999996993,0.001734968
OR2S2,-3.729228680,0.000190003,0.999997062,0.001736098
LAMTOR4,-3.726547600,0.000190047,0.999997132,0.001736483
CLDND2,-3.794547086,0.000190110,0.999996667,0.001737027
PRRG3,-3.741832211,0.000190177,0.999996639,0.001737612
SLC22A18AS,-3.731860470,0.000190194,0.999996952,0.001737763
PMM2,-3.739479138,0.000190205,0.999996733,0.001737861
IGIP,-3.725755200,0.000190224,0.999997129,0.001738023
IL17REL,-3.734673873,0.000190275,0.999996842,0.001738468
MUC3A,-3.730097135,0.000190298,0.999996980,0.001738672
SRSF1,-3.723742412,0.000190321,0.999997175,0.001738870
HDAC4,-3.824317179,0.000190428,0.999996963,0.001739802
APOF,-3.723290199,0.000190457,0.999997168,0.001740059
NFXL1,-3.736975761,0.000190460,0.999996749,0.001740082
NID1,-3.730825800,0.000190522,0.999996929,0.001740624
PGLYRP3,-3.727344842,0.000190588,0.999997027,0.001741199
GAS2L2,-3.724396256,0.000190675,0.999997105,0.001741955
FBXO44,-3.726366581,0.000190738,0.999997038,0.001742502
NTF4,-3.731751422,0.000190753,0.999996872,0.001742633
DLK1,-3.722481392,0.000190770,0.999997147,0.001742784
PPP1R16B,-3.736932577,0.000190834,0.999996686,0.001743338
TMEM175,-3.721827960,0.000190855,0.999997153,0.001743523
HERPUD1,-3.725037625,0.000190864,0.999997055,0.001743604
KCNH3,-3.729941347,0.000190865,0.999996903,0.001743610
TMEM191C,-3.746923170,0.000190896,0.999996300,0.001743886
LDLRAD1,-3.744566793,0.000190944,0.999996414,0.001744303
ANKRD60,-3.734931968,0.000190972,0.999996752,0.001744544
CTLA4,-3.723596551,0.000191072,0.999997068,0.001745414
NCAPH,-3.721979336,0.000191076,0.999997116,0.001745451
MGRN1,-3.942681517,0.000191091,0.999996691,0.001745585
SLC30A2,-3.728838304,0.000191105,0.999996913,0.001745702
USP13,-3.967359567,0.000191195,0.999996778,0.001746485
SHPRH,-3.726833661,0.000191220,0.999996960,0.001746703
ST20,-3.725004846,0.000191224,0.999997000,0.001746743
CBX6,-3.721395653,0.000191226,0.999997111,0.001746757
SDHD,-3.735032175,0.000191248,0.999996710,0.001746954
C10orf113,-3.747468848,0.000191248,0.999996286,0.001746954
TCAIM,-3.754935860,0.000191277,0.999996061,0.001747204
TECRL,-3.729702867,0.000191288,0.999996832,0.001747297
ZNF229,-3.731964045,0.000191299,0.999996775,0.001747392
ARHGAP10,-3.743878146,0.000191324,0.999996399,0.001747614
MROH8,-3.737942039,0.000191353,0.999996599,0.001747868
TNFRSF19,-3.727545332,0.000191441,0.999996893,0.001748633
TSC22D2,-3.736672576,0.000191488,0.999996591,0.001749038
RSPO2,-3.728917919,0.000191548,0.999996845,0.001749564
DIO2,-3.726176099,0.000191550,0.999996919,0.001749581
FRMD7,-3.744704856,0.000191559,0.999996374,0.001749662
NDC80,-3.734920642,0.000191595,0.999996633,0.001749969
OR10A3,-3.718384787,0.000191653,0.999997140,0.001750476
TLL1,-4.075991162,0.000191670,0.999995760,0.001750625
HLA-A,-3.719522797,0.000191737,0.999997093,0.001751207
CASR,-3.736659627,0.000191777,0.999996553,0.001751559
CCDC23,-3.719349199,0.000191831,0.999997088,0.001752026
TRPM4,-3.732395086,0.000191841,0.999996682,0.001752115
UBA3,-3.725494845,0.000191904,0.999996898,0.001752663
FRK,-3.742834377,0.000191935,0.999996316,0.001752935
FAM167A,-4.074569156,0.000191950,0.999995620,0.001753065
NDUFA1,-3.724661394,0.000191952,0.999996913,0.001753082
KCTD5,-3.720314289,0.000191987,0.999997034,0.001753388
UNC45A,-3.737840300,0.000192027,0.999996500,0.001753742
MAGEB6,-3.716662462,0.000192081,0.999997130,0.001754204
CPM,-3.723425849,0.000192082,0.999996925,0.001754217
ALAD,-3.718691729,0.000192291,0.999997040,0.001756033
TNNT3,-3.719418871,0.000192294,0.999997012,0.001756067
STX12,-3.741329442,0.000192313,0.999996364,0.001756227
DOK1,-3.733671244,0.000192346,0.999997071,0.001756517
TRABD2B,-4.073067950,0.000192403,0.999996436,0.001757013
AMY2B,-3.717566663,0.000192448,0.999997048,0.001757402
RGS7,-3.739878493,0.000192462,0.999996323,0.001757526
PCDHB1,-3.737467228,0.000192520,0.999996389,0.001758032
ZNF268,-3.715198925,0.000192546,0.999997104,0.001758262
CBR3,-3.755625861,0.000192552,0.999995624,0.001758312
PNN,-3.727672979,0.000192557,0.999996731,0.001758357
TCP10,-3.725927320,0.000192567,0.999996792,0.001758445
NOC4L,-3.731580381,0.000192588,0.999996621,0.001758628
PFDN5,-3.736261199,0.000192610,0.999996406,0.001758816
PLB1,-3.716137876,0.000192639,0.999997066,0.001759071
TNF,-3.720873746,0.000192657,0.999996908,0.001759223
PTH,-3.718379710,0.000192664,0.999996993,0.001759284
ATXN1,-3.730825999,0.000192664,0.999996559,0.001759289
LDOC1,-3.811625563,0.000192730,0.999993572,0.001759863
MORN4,-3.719150938,0.000192731,0.999996959,0.001759874
CRYZ,-3.734769811,0.000192783,0.999996493,0.001760328
CDK2AP2,-3.719562326,0.000192792,0.999996938,0.001760404
CYP4F11,-3.723744818,0.000192919,0.999996797,0.001761504
RAD54L2,-3.725067341,0.000192936,0.999996740,0.001761654
VNN2,-3.805741249,0.000192967,0.999996824,0.001761924
KIF1B,-3.712793576,0.000192968,0.999997116,0.001761938
DNAJC1,-3.754855312,0.000192972,0.999995741,0.001761973
OR2W3,-3.720411174,0.000193030,0.999996882,0.001762477
WBSCR22,-3.725017814,0.000193150,0.999996730,0.001763521
C17orf62,-3.718986173,0.000193205,0.999996887,0.001763999
SLC12A7,-3.714568028,0.000193293,0.999997019,0.001764762
SNX24,-3.723843690,0.000193333,0.999996722,0.001765116
PDHA1,-3.747531943,0.000193351,0.999995955,0.001765268
SNX6,-3.823752404,0.000193352,0.999996892,0.001765276
AP4E1,-3.711224946,0.000193362,0.999997105,0.001765364
IFFO1,-3.719815712,0.000193413,0.999996819,0.001765807
BIN1,-3.720554282,0.000193440,0.999996808,0.001766049
ZFYVE28,-3.715387458,0.000193473,0.999996956,0.001766330
NUTM2G,-3.717398837,0.000193490,0.999996906,0.001766483
GPBP1L1,-3.720135325,0.000193503,0.999996801,0.001766592
CLCN6,-3.778062642,0.000193520,0.999996938,0.001766744
AMBRA1,-3.752723565,0.000193534,0.999995785,0.001766869
CAMSAP2,-3.755237797,0.000193546,0.999995533,0.001766967
KERA,-3.712092206,0.000193556,0.999997049,0.001767053
DDX28,-3.710075722,0.000193612,0.999997105,0.001767546
RTCA,-3.717257661,0.000193660,0.999996888,0.001767965
ARMC7,-3.716537551,0.000193706,0.999996892,0.001768362
NR1D1,-3.717252524,0.000193759,0.999996870,0.001768827
KRT83,-3.577488193,0.000193795,0.999997041,0.001769134
SMPD2,-3.709343879,0.000193795,0.999997099,0.001769137
DLX5,-3.772437724,0.000193860,0.999995014,0.001769703
SLITRK5,-3.733245151,0.000193881,0.999996357,0.001769886
PABPN1L,-3.713066455,0.000193904,0.999996969,0.001770083
DUSP4,-3.712809725,0.000193939,0.999996968,0.001770390
ZFP36L1,-3.711586925,0.000193976,0.999997002,0.001770714
FAM20A,-3.710534175,0.000193994,0.999997036,0.001770870
XKR8,-3.764253836,0.000194028,0.999993175,0.001771164
CRYZL1,-3.735551531,0.000194047,0.999996241,0.001771331
ZNF121,-3.730403793,0.000194088,0.999996432,0.001771690
MORC4,-3.707913845,0.000194089,0.999997099,0.001771699
PAPD5,-3.707598717,0.000194110,0.999997106,0.001771885
IKBKAP,-3.714147032,0.000194164,0.999996904,0.001772351
INSIG2,-3.712838193,0.000194169,0.999996935,0.001772393
MAP2K6,-3.713751969,0.000194180,0.999996898,0.001772487
PAPOLG,-3.712929586,0.000194258,0.999996919,0.001773172
CDHR2,-3.915490047,0.000194271,0.999986570,0.001773286
DCP1B,-3.708580155,0.000194276,0.999997052,0.001773323
IRX5,-3.708259714,0.000194319,0.999997058,0.001773704
ZMIZ1,-3.726083030,0.000194389,0.999996506,0.001774313
CORT,-3.706857079,0.000194397,0.999997086,0.001774377
SLC6A3,-3.708059656,0.000194421,0.999997046,0.001774586
MOCS2,-3.710537322,0.000194460,0.999996964,0.001774932
FAM78B,-3.713003054,0.000194528,0.999996886,0.001775522
MIOX,-3.705545266,0.000194611,0.999997095,0.001776241
TMEM50B,-3.706824943,0.000194796,0.999997030,0.001777856
LRRC4,-3.719763020,0.000194810,0.999996606,0.001777977
RAVER1,-3.738459946,0.000194841,0.999995955,0.001778243
GRB7,-4.086716538,0.000194887,0.999994546,0.001778645
SEC14L3,-3.708340343,0.000194892,0.999996967,0.001778685
GRM6,-3.703478111,0.000194941,0.999997109,0.001779118
ATP6V1H,-3.707010371,0.000194969,0.999997002,0.001779361
CCDC132,-3.759737897,0.000194978,0.999995300,0.001779440
SEC23B,-3.711147749,0.000194981,0.999996868,0.001779463
CAMK2N2,-3.713909619,0.000194996,0.999996790,0.001779593
CHD4,-3.714303856,0.000195019,0.999996777,0.001779793
DGCR6L,-3.731320422,0.000195075,0.999996198,0.001780285
VAV2,-3.716718643,0.000195093,0.999996692,0.001780441
CSRNP3,-3.705777756,0.000195169,0.999997007,0.001781104
PPARA,-3.706926172,0.000195224,0.999996961,0.001781578
SAT2,-3.704849163,0.000195251,0.999997021,0.001781818
BEX2,-3.713003597,0.000195267,0.999996776,0.001781951
PPWD1,-3.719452239,0.000195267,0.999996562,0.001781954
B3GNT9,-3.720505916,0.000195352,0.999996498,0.001782690
TBK1,-3.705852969,0.000195516,0.999996954,0.001784124
SIAH3,-3.721836056,0.000195554,0.999996427,0.001784454
FAM175A,-3.718391593,0.000195621,0.999996525,0.001785039
PHKB,-3.724347760,0.000195655,0.999996327,0.001785333
LILRB3,-3.713423577,0.000195679,0.999996690,0.001785544
B3GALTL,-3.710657159,0.000195696,0.999996793,0.001785687
HHIPL2,-3.707100980,0.000195711,0.999996874,0.001785818
CCDC50,-3.707354329,0.000195725,0.999996884,0.001785944
MAK,-3.707741633,0.000195745,0.999996854,0.001786111
YJEFN3,-3.696344249,0.000195750,0.999996848,0.001786154
CSTF3,-3.702916026,0.000195752,0.999997008,0.001786171
PLK4,-3.701568377,0.000195792,0.999997043,0.001786527
CHRM4,-4.235103724,0.000195830,0.999993796,0.001786856
ZNF16,-3.705187088,0.000195836,0.999996921,0.001786903
C1orf61,-4.266335302,0.000195858,0.999989069,0.001787100
CYP4X1,-3.706653796,0.000195912,0.999996879,0.001787571
SLC25A14,-3.698906877,0.000196062,0.999997086,0.001788869
UBXN7,-3.730836715,0.000196106,0.999996106,0.001789258
NDFIP1,-3.700950600,0.000196254,0.999996994,0.001790548
OAZ3,-3.735027830,0.000196601,0.999995839,0.001793561
RXRB,-3.701141133,0.000196752,0.999996916,0.001794876
SPSB2,-3.702689541,0.000196762,0.999996869,0.001794967
OTUB1,-3.706031069,0.000196863,0.999996736,0.001795841
TMEM192,-3.707325437,0.000196867,0.999996700,0.001795882
PPP1R3G,-3.713609900,0.000196879,0.999996482,0.001795981
USP36,-3.728126227,0.000196968,0.999995934,0.001796758
APOA1BP,-3.709320429,0.000196997,0.999996644,0.001797006
ZBTB17,-3.707250643,0.000197010,0.999996704,0.001797123
DEFB123,-3.702994190,0.000197085,0.999996811,0.001797774
MRPL11,-3.704123167,0.000197130,0.999996756,0.001798170
CORO1B,-3.702587182,0.000197163,0.999996814,0.001798454
SLC35F3,-3.694680987,0.000197273,0.999997039,0.001799414
CELA3A,-3.705634597,0.000197331,0.999996691,0.001799919
LRAT,-3.700123712,0.000197346,0.999996849,0.001800049
HMGA1,-3.703139246,0.000197386,0.999996757,0.001800394
CAMP,-3.693679719,0.000197408,0.999997049,0.001800589
AFAP1L1,-3.698300717,0.000197582,0.999996877,0.001802096
KLHDC8A,-3.696082434,0.000197587,0.999996950,0.001802144
SEC14L5,-3.695089869,0.000197605,0.999996978,0.001802296
LOC729159,-3.719177834,0.000197630,0.999996154,0.001802513
PIGL,-3.710729366,0.000197688,0.999996494,0.001803018
LOC101927572,-3.703011678,0.000197738,0.999996702,0.001803457
ZNF786,-3.696496514,0.000197754,0.999996907,0.001803595
PTPN14,-3.702812184,0.000197774,0.999996685,0.001803767
NOP14,-3.694581281,0.000197918,0.999996948,0.001805018
GDPGP1,-3.695807594,0.000197918,0.999996910,0.001805026
C10orf95,-3.694310686,0.000198078,0.999996934,0.001806409
INPP4B,-3.693108595,0.000198079,0.999996968,0.001806421
SYVN1,-3.697646618,0.000198084,0.999996820,0.001806461
TFAP2D,-3.696335723,0.000198147,0.999996857,0.001807015
SPRED3,-4.422362778,0.000198167,0.999989581,0.001807183
UGT1A7,-3.652776303,0.000198228,0.999995914,0.001807719
GPR26,-3.689743437,0.000198298,0.999997041,0.001808328
FNBP4,-4.251960752,0.000198336,0.999993581,0.001808660
GOT1L1,-3.718519240,0.000198444,0.999996060,0.001809600
OR14C36,-3.690366271,0.000198502,0.999996993,0.001810099
LELP1,-3.689392463,0.000198526,0.999997020,0.001810308
CCT6B,-3.704959892,0.000198544,0.999995838,0.001810465
COL7A1,-3.693741392,0.000198610,0.999996873,0.001811036
RPL32,-3.712505689,0.000198692,0.999996220,0.001811751
DTNBP1,-3.708532227,0.000198776,0.999996360,0.001812486
PRORY,-3.690973008,0.000198801,0.999996930,0.001812698
RAI1,-3.694957046,0.000198825,0.999996800,0.001812910
KCNN2,-3.704163056,0.000198848,0.999996498,0.001813107
RAB5C,-3.691269280,0.000198877,0.999996911,0.001813363
TEX37,-3.692455878,0.000198885,0.999996866,0.001813431
SMN1,-3.699548946,0.000198923,0.999996660,0.001813759
BVES,-3.711269975,0.000199144,0.999996182,0.001815686
GPR173,-3.702182189,0.000199147,0.999996548,0.001815709
NDUFAF2,-3.697222845,0.000199206,0.999996685,0.001816219
WNT7A,-3.692954408,0.000199248,0.999996804,0.001816585
POMK,-3.696138436,0.000199265,0.999996694,0.001816732
ARL16,-3.686077471,0.000199267,0.999997013,0.001816750
KIAA0922,-3.720896788,0.000199360,0.999995912,0.001817559
PEX7,-3.691109214,0.000199470,0.999996826,0.001818514
PCK2,-3.729603937,0.000199476,0.999995582,0.001818567
AIM2,-3.691441233,0.000199526,0.999996806,0.001819007
COLEC11,-3.691763027,0.000199527,0.999996792,0.001819010
LSAMP,-3.693738004,0.000199556,0.999996746,0.001819268
MAP3K3,-3.688980338,0.000199599,0.999996870,0.001819636
ANP32C,-3.692309048,0.000199634,0.999996756,0.001819943
CNIH2,-4.354062855,0.000199647,0.999990920,0.001820058
ZNF74,-3.691061819,0.000199652,0.999996807,0.001820101
RWDD3,-3.688385411,0.000199660,0.999996882,0.001820173
DAAM1,-3.703054334,0.000199725,0.999996429,0.001820734
NCR3,-3.693089604,0.000199737,0.999996725,0.001820835
HOMER2,-3.690552323,0.000199763,0.999996790,0.001821063
CDKN2A,-4.421047905,0.000199820,0.999987925,0.001821564
CENPT,-3.689239962,0.000199866,0.999996826,0.001821964
BCL6B,-3.714044649,0.000199898,0.999996004,0.001822236
WIF1,-3.688638070,0.000200026,0.999996816,0.001823355
LRRC48,-3.685852692,0.000200106,0.999996903,0.001824048
FAM166B,-3.695622177,0.000200125,0.999996577,0.001824214
TMEM139,-3.741850409,0.000200204,0.999995028,0.001824897
CLK1,-3.778909728,0.000200274,0.999996397,0.001825508
NEK4,-3.701830894,0.000200322,0.999996379,0.001825921
ABHD15,-3.706757711,0.000200334,0.999996134,0.001826026
LCE5A,-4.053533813,0.000200368,0.999995149,0.001826326
DCST1,-3.698248734,0.000200391,0.999996455,0.001826524
C19orf38,-3.687870447,0.000200393,0.999996781,0.001826540
SNAPC1,-3.687873166,0.000200412,0.999996787,0.001826705
CRISP3,-3.683767593,0.000200535,0.999996902,0.001827775
PIANP,-3.724690999,0.000200536,0.999995497,0.001827784
RASA4B,-3.703230653,0.000200544,0.999996296,0.001827857
TARDBP,-3.701920650,0.000200682,0.999996317,0.001829052
DUS4L,-3.684834840,0.000200764,0.999996841,0.001829766
SPANXA2,-3.682650111,0.000200787,0.999996897,0.001829963
RIOK3,-3.679549765,0.000200912,0.999996977,0.001831050
COPZ2,-3.290792416,0.000200990,0.999996887,0.001831730
ARX,-3.681057162,0.000201046,0.999996913,0.001832222
ZNF98,-3.693572747,0.000201060,0.999996527,0.001832337
LSM5,-3.688985242,0.000201097,0.999996668,0.001832660
BCAS4,-3.682756147,0.000201153,0.999996849,0.001833145
PPP3R1,-3.681221816,0.000201165,0.999996890,0.001833256
RGPD4,-3.686427338,0.000201202,0.999996728,0.001833574
PRSS33,-3.679542119,0.000201214,0.999996934,0.001833674
DENND6A,-3.677744619,0.000201231,0.999996987,0.001833823
SPANXB1,-3.678477241,0.000201238,0.999996964,0.001833883
NEK2,-3.694003806,0.000201267,0.999996470,0.001834137
OGT,-3.680812069,0.000201289,0.999996884,0.001834325
RP9,-3.723161825,0.000201326,0.999995499,0.001834647
TMEM35,-3.916282713,0.000201344,0.999996487,0.001834809
TRAPPC11,-3.725844232,0.000201346,0.999995279,0.001834824
RBM12,-3.677185867,0.000201354,0.999996986,0.001834894
ANKRD13B,-3.695583486,0.000201462,0.999996373,0.001835829
LGALS2,-3.678625478,0.000201490,0.999996923,0.001836075
SUMF1,-3.677030049,0.000201637,0.999996950,0.001837356
TFDP3,-3.684122164,0.000201684,0.999996716,0.001837762
SERGEF,-3.943399427,0.000201698,0.999996341,0.001837885
CSNK2A1,-3.680598359,0.000201706,0.999996830,0.001837952
TRAF3IP2,-3.685245261,0.000201764,0.999996686,0.001838458
NAGPA,-3.705313650,0.000201831,0.999995982,0.001839036
CBLN1,-3.687616241,0.000201840,0.999996572,0.001839116
CHST1,-3.708316870,0.000201851,0.999995935,0.001839217
SIX5,-3.688065070,0.000201854,0.999996575,0.001839239
KRR1,-3.683554716,0.000201898,0.999996703,0.001839621
ZBTB37,-3.679591192,0.000201916,0.999996828,0.001839780
TCAP,-3.982497562,0.000201918,0.999995111,0.001839794
UFM1,-3.680657131,0.000201931,0.999996790,0.001839909
PLG,-3.684366152,0.000202015,0.999996677,0.001840639
SUSD6,-3.676545348,0.000202135,0.999996896,0.001841682
RAD52,-3.675392776,0.000202163,0.999996926,0.001841923
EIF2B1,-3.677222979,0.000202233,0.999996855,0.001842529
TWIST1,-3.676320421,0.000202257,0.999996886,0.001842743
SCN7A,-3.681008910,0.000202309,0.999996725,0.001843193
ALDOC,-4.411242370,0.000202343,0.999988232,0.001843488
CDK16,-3.673944880,0.000202343,0.999996945,0.001843488
PKN3,-3.976140121,0.000202404,0.999992959,0.001844016
PCDHB7,-3.685810420,0.000202609,0.999996526,0.001845799
PC,-3.686713045,0.000202610,0.999996490,0.001845809
XXYLT1,-3.677506429,0.000202630,0.999996784,0.001845980
SLC30A6,-3.694373558,0.000202675,0.999996265,0.001846376
C19orf25,-3.678861865,0.000202732,0.999996721,0.001846863
FAM157A,-3.677823825,0.000202740,0.999996763,0.001846934
SERTAD3,-3.672036228,0.000202747,0.999996946,0.001846994
EDDM3A,-3.723184154,0.000202760,0.999996682,0.001847114
FDXR,-3.683025856,0.000202821,0.999996581,0.001847637
SPRY3,-3.520179193,0.000202824,0.999996962,0.001847663
OR10Q1,-3.679196350,0.000202921,0.999996699,0.001848511
CLCN5,-3.670671604,0.000202958,0.999996957,0.001848833
SNRPD2,-3.690926755,0.000202985,0.999996335,0.001849063
ARHGAP26,-3.671699561,0.000202994,0.999996921,0.001849139
RNF24,-3.675159964,0.000203119,0.999996786,0.001850225
PIM2,-3.689199222,0.000203187,0.999996361,0.001850819
AP1G1,-3.673708858,0.000203200,0.999996825,0.001850929
PATE4,-3.987956350,0.000203202,0.999994110,0.001850949
CDK2,-3.669364737,0.000203368,0.999996940,0.001852393
PRPS2,-3.675070304,0.000203376,0.999996759,0.001852460
CDX1,-3.669598687,0.000203422,0.999996925,0.001852863
MOS,-3.674668355,0.000203427,0.999996761,0.001852904
GAPDHS,-3.672868982,0.000203465,0.999996816,0.001853231
VPS26A,-3.689535345,0.000203466,0.999996308,0.001853240
38961.0000000,-3.703317671,0.000203490,0.999995851,0.001853447
KCNK4,-3.669251400,0.000203548,0.999996918,0.001853957
FBXL2,-3.700691486,0.000203574,0.999995791,0.001854183
AMHR2,-3.678698858,0.000203665,0.999996612,0.001854970
TRUB1,-3.667654052,0.000203675,0.999996949,0.001855054
G6PC3,-3.682909454,0.000203686,0.999996475,0.001855153
NOTCH2,-3.668699021,0.000203688,0.999996915,0.001855171
ADAMTS5,-3.672198972,0.000203777,0.999996790,0.001855946
PDZRN3,-3.670257482,0.000203862,0.999996838,0.001856684
CGB5,-3.688531735,0.000203882,0.999996184,0.001856854
GORASP2,-3.671729094,0.000203894,0.999996790,0.001856956
ANO8,-3.670637727,0.000203949,0.999996812,0.001857437
TCP10L2,-3.672076994,0.000203986,0.999996765,0.001857760
FXYD6-FXYD2,-3.676005947,0.000204012,0.999996633,0.001857984
PADI2,-3.666662188,0.000204064,0.999996924,0.001858436
ASS1,-3.667012693,0.000204105,0.999996907,0.001858793
NUP62CL,-3.490711425,0.000204123,0.999996378,0.001858944
CD274,-3.669123981,0.000204305,0.999996813,0.001860530
PANX3,-3.674273299,0.000204355,0.999996627,0.001860965
BZW2,-3.665393078,0.000204374,0.999996919,0.001861128
C6orf136,-3.670892874,0.000204384,0.999996743,0.001861216
PAFAH1B1,-3.671637457,0.000204398,0.999996713,0.001861337
LUC7L3,-4.080746462,0.000204423,0.999994463,0.001861554
SYNDIG1,-3.680212181,0.000204425,0.999996461,0.001861572
MUC15,-3.667955779,0.000204459,0.999996825,0.001861867
TGM1,-3.665593497,0.000204471,0.999996900,0.001861969
PDLIM7,-3.667715513,0.000204490,0.999996834,0.001862134
MSANTD3-TMEFF1,-3.674045479,0.000204499,0.999996639,0.001862217
LGR4,-3.677789754,0.000204513,0.999996519,0.001862338
C9orf135,-3.671494410,0.000204601,0.999996696,0.001863100
TBC1D21,-3.674754204,0.000204634,0.999996594,0.001863383
MPV17L2,-3.671430834,0.000204659,0.999996676,0.001863600
PDF,-3.667403346,0.000204723,0.999996808,0.001864160
NAA38,-3.664577842,0.000204809,0.999996881,0.001864904
NRIP1,-3.674777466,0.000204878,0.999996560,0.001865507
C9orf142,-3.667982669,0.000204892,0.999996761,0.001865625
SYNE1,-3.665512348,0.000204981,0.999996829,0.001866395
ZBTB38,-3.665232115,0.000204989,0.999996835,0.001866470
PRPF19,-3.662199374,0.000205076,0.999996918,0.001867226
GDF6,-3.669043995,0.000205140,0.999996703,0.001867775
TMEM210,-3.695824200,0.000205184,0.999995816,0.001868156
TRAF6,-3.667316313,0.000205230,0.999996733,0.001868562
FAM185A,-3.710547517,0.000205268,0.999995264,0.001868887
KIAA1429,-3.703123790,0.000205281,0.999995517,0.001869003
SPHK1,-3.712232660,0.000205302,0.999995141,0.001869187
GGNBP2,-3.662610977,0.000205383,0.999996861,0.001869884
HCN1,-3.663702787,0.000205410,0.999996825,0.001870120
STK16,-3.660044835,0.000205557,0.999996917,0.001871399
EFHD1,-3.675103378,0.000205573,0.999996451,0.001871538
RGL1,-3.666241118,0.000205588,0.999996718,0.001871667
ZNF582,-3.684320179,0.000205612,0.999996113,0.001871878
ZAN,-3.685787543,0.000205634,0.999996084,0.001872065
LSM10,-3.665454158,0.000205642,0.999996727,0.001872138
ACY1,-3.660762406,0.000205656,0.999996880,0.001872254
CYP8B1,-3.666851474,0.000205692,0.999996677,0.001872569
TMIGD3,-3.666857128,0.000205757,0.999996672,0.001873134
MMP12,-3.681199716,0.000205807,0.999996212,0.001873564
LMNTD1,-3.666759017,0.000205850,0.999996647,0.001873942
LRRC27,-3.689401201,0.000205864,0.999995893,0.001874060
RARRES1,-3.665868927,0.000205869,0.999996690,0.001874102
MRPL44,-3.514229687,0.000205874,0.999996878,0.001874149
RALBP1,-3.658704462,0.000205890,0.999996911,0.001874291
FAM72D,-3.680687531,0.000205922,0.999996217,0.001874568
GPRASP1,-3.684477206,0.000206059,0.999995977,0.001875756
NECAP2,-3.657501733,0.000206060,0.999996924,0.001875760
ZMAT4,-3.658449456,0.000206103,0.999996888,0.001876139
CLPTM1,-3.769455557,0.000206130,0.999989663,0.001876366
TMEM89,-3.661399851,0.000206214,0.999996785,0.001877101
CD82,-3.660557744,0.000206231,0.999996802,0.001877245
ARIH2OS,-3.666983229,0.000206255,0.999996607,0.001877457
C10orf10,-3.732481274,0.000206259,0.999996467,0.001877493
RALGAPA1,-3.682980806,0.000206431,0.999996030,0.001878981
RBM4,-3.657894316,0.000206517,0.999996849,0.001879726
BRPF1,-3.685360550,0.000206592,0.999995920,0.001880376
KIAA1522,-3.664700631,0.000206629,0.999996613,0.001880702
ASH2L,-3.937543399,0.000206693,0.999995898,0.001881259
GMDS,-3.679248236,0.000206705,0.999996136,0.001881364
ATP6V1B1,-3.658561865,0.000206735,0.999996793,0.001881625
UGT2B7,-3.685789469,0.000206742,0.999995845,0.001881678
ZNF839,-3.672253077,0.000206776,0.999996347,0.001881978
MAGEE1,-3.668367416,0.000206794,0.999996457,0.001882137
SH3GLB2,-3.657337694,0.000206879,0.999996814,0.001882871
RBP2,-3.669860682,0.000206883,0.999996421,0.001882903
